name,codice,pricecap,price,country
caretrust reit,ctre,1870000000,19,usa
winnebago industries,wgo,1870000000,61,usa
comfortdelgro,c52.si,1860000000,0,singapore
phreesia,phr,1860000000,35,usa
lotte corporation,004990.ks,1860000000,26,s. korea
primary health properties,php.l,1860000000,1,uk
moneta money bank,mm0.f,1860000000,3,czech republic
international seaways,insw,1860000000,37,usa
immofinanz,imo1.f,1860000000,13,austria
alamo group,alg,1850000000,155,usa
wabco india,wabcoindia.ns,1850000000,97,india
labrador iron ore royalty corp,lif.to,1850000000,28,canada
vertex,verx,1850000000,12,usa
braves group,batrk,1850000000,34,usa
ingles markets,imkta,1840000000,97,usa
victrex,vct.l,1840000000,21,uk
goodman property trust,gmt.nz,1840000000,1,new zealand
sacyr,scyr.mc,1840000000,2,spain
paradox interactive,pdx.st,1840000000,17,sweden
century communities,ccs,1840000000,58,usa
pebblebrook hotel trust,peb,1840000000,13,usa
csg international,csgs,1830000000,58,usa
fairfax india holdings,fih-u.to,1830000000,13,canada
arcos dorados holdings,arco,1830000000,8,uruguay
tamarack valley energy,tve.to,1830000000,3,canada
cannae holdings,cnne,1830000000,23,usa
rlj lodging trust,rlj,1830000000,11,usa
zeta global,zeta,1830000000,8,usa
babcock international group,bab.l,1830000000,3,uk
assetmark,amk,1830000000,24,usa
birchcliff energy,bir.to,1830000000,6,canada
nuvalent,nuvl,1830000000,32,usa
peab,peab-b.st,1820000000,6,sweden
robertet,cbe.pa,1820000000,846,france
stock yards bancorp,sybt,1820000000,62,usa
cj group,001040.ks,1820000000,67,s. korea
northwest bank,nwbi,1820000000,14,usa
diamondrock hospitality company,drh,1820000000,8,usa
alfen,alfen.as,1820000000,82,netherlands
aavas financiers,aavas.ns,1810000000,23,india
turkiye kalknma,klnma.is,1810000000,0,turkey
almirall,alm.mc,1810000000,10,spain
forbo holding,forn.sw,1810000000,1,switzerland
golden ocean group,gogl,1810000000,9,bermuda
pfeiffer vacuum,pfv.f,1810000000,183,germany
jenoptik,jen.f,1810000000,31,germany
springworks therapeutics,swtx,1800000000,29,usa
verona pharma,vrna,1800000000,23,uk
pigeon,7956.t,1800000000,15,japan
n-able,nabl,1800000000,10,usa
e2open,etwo,1800000000,5,usa
shaftesbury,shb.l,1800000000,4,uk
tdcx,tdcx,1800000000,12,singapore
sonic automotive,sah,1800000000,49,usa
ballard power systems,bldp,1790000000,6,canada
nmi holdings,nmih,1790000000,21,usa
olav thon,olt.ol,1790000000,17,norway
hongkong and shanghai hotels,0045.hk,1790000000,1,hong kong
syndax pharmaceuticals,sndx,1790000000,26,usa
genesis energy,gne.nz,1780000000,1,new zealand
tkh group,tweka.as,1780000000,43,netherlands
northwest healthcare properties reit,nwh-un.to,1780000000,7,canada
bukalapakcom,buka.jk,1780000000,0,indonesia
arvinas,arvn,1780000000,33,usa
secure energy services,ses.to,1780000000,5,canada
great portland estates,gpe.l,1780000000,7,uk
warrior met coal,hcc,1770000000,34,usa
ironwood pharmaceuticals,irwd,1770000000,11,usa
hercules capital,htgc,1770000000,13,usa
ryman healthcare,rym.nz,1770000000,3,new zealand
kenon holdings,ken,1770000000,32,singapore
mahincie,mahindcie.ns,1770000000,4,india
fb financial,fbk,1760000000,37,usa
ttm technologies,ttmi,1760000000,17,usa
q2,qtwo,1760000000,30,usa
custom truck one source,ctos,1760000000,7,usa
arhaus,arhs,1760000000,12,usa
tabcorp,tah.ax,1760000000,0,australia
3r petroleum,rrrp3.sa,1760000000,8,brazil
storagevault canada,svi.to,1760000000,4,canada
rocket pharmaceuticals,rckt,1760000000,22,usa
rhythm pharmaceuticals,rytm,1760000000,31,usa
radico khaitan,radico.ns,1750000000,13,india
efes beverage group,aefes.is,1750000000,2,turkey
interdigital,idcc,1750000000,59,usa
sandstorm gold,sand,1750000000,5,canada
revolve,rvlv,1750000000,23,usa
freehold royalties,fru.to,1750000000,11,canada
aktieselskabet schouw & co,scho.co,1750000000,74,denmark
sanoma,sanoma.he,1750000000,10,finland
trainline,trn.l,1750000000,3,uk
lindsay corporation,lnn,1750000000,159,usa
target hospitality,th,1750000000,18,usa
parex resources,pxt.to,1740000000,16,canada
delek us,dk,1740000000,25,usa
world fuel services,int,1740000000,28,usa
getty images,gety,1740000000,5,usa
nw natural,nwn,1740000000,49,usa
hexaware technologies,hexaware.ns,1740000000,5,india
toyo tire,5105.t,1730000000,11,japan
fila,081660.ks,1730000000,28,s. korea
great eagle,0041.hk,1730000000,2,hong kong
hanmi pharmaceutical,008930.ks,1730000000,25,s. korea
idfc,idfc.ns,1730000000,1,india
quilter,qlt.l,1730000000,1,uk
redington india,redington.ns,1730000000,2,india
talos energy,talo,1730000000,20,usa
wustenrot & wurttembergische,wuw.f,1720000000,18,germany
peyto exploration & development,pey.to,1720000000,10,canada
forgerock,forg,1720000000,20,usa
brf,brfs,1720000000,1,brazil
taskus,task,1720000000,17,usa
vtech,0303.hk,1720000000,6,hong kong
budimex,bdx.wa,1710000000,67,poland
seadrill,sdrl,1710000000,34,bermuda
millerknoll,mlkn,1710000000,22,usa
pacira biosciences,pcrx,1710000000,37,usa
first bancorp,fbnc,1710000000,42,usa
indiamart,indiamart.ns,1710000000,56,india
h&e equipment services,hees,1710000000,47,usa
cohu,cohu,1710000000,35,usa
loma negra,loma,1710000000,7,argentina
piramal pharma,pplpharma.ns,1710000000,1,india
granite construction,gva,1700000000,39,usa
hillman solutions,hlmn,1700000000,8,usa
hph trust hutchison port,ns8u.si,1700000000,0,singapore
jyp entertainment,035900.kq,1700000000,51,s. korea
first national financial,fn.to,1700000000,28,canada
criteo,crto,1700000000,28,france
tokai carbon,5301.t,1700000000,7,japan
flex lng,flng,1700000000,31,bermuda
dcm shriram,dcmshriram.ns,1700000000,10,india
exchange income corporation,eif.to,1690000000,40,canada
hain celestial,hain,1690000000,19,usa
dsme daewoo shipbuilding,042660.ks,1690000000,15,s. korea
veritiv,vrtv,1690000000,125,usa
schrodinger,sdgr,1690000000,23,usa
aar,air,1690000000,49,usa
intapp,inta,1690000000,26,usa
xencor,xncr,1690000000,28,usa
methode electronics,mei,1690000000,46,usa
the bancorp,tbbk,1690000000,30,usa
adtalem global education,atge,1690000000,37,usa
superior plus,spb.to,1690000000,8,canada
santam,snt.jo,1690000000,15,south africa
bank fur tirol und vorarlberg,bts.vi,1690000000,45,austria
oxford industries,oxm,1680000000,107,usa
evercommerce,evcm,1680000000,8,usa
establishment labs,esta,1680000000,69,costa rica
diversey,dsey,1680000000,5,uk
dormakaba,doka.sw,1680000000,392,switzerland
provident financial services,pfs,1680000000,22,usa
addus homecare,adus,1680000000,104,usa
shufersal,sae.ta,1680000000,6,israel
minera valparaiso,minera.sn,1680000000,13,chile
day one biopharmaceuticals,dawn,1670000000,22,usa
redefine properties,rdf.jo,1670000000,0,south africa
inventrust properties,ivt,1670000000,24,usa
veris residential,vre,1670000000,16,usa
myr group,myrg,1670000000,100,usa
trico bancshares,tcbk,1670000000,50,usa
tenneco,ten,1660000000,19,usa
digital turbine,apps,1660000000,16,usa
eldorado gold,ego,1660000000,9,canada
viaplay group,vplay-b.st,1660000000,21,sweden
ratnamani metals & tubes,ratnamani.ns,1660000000,23,india
tf1,tfi.pa,1660000000,7,france
chinook therapeutics,kdny,1660000000,25,usa
national bank holdings,nbhc,1650000000,44,usa
fortune reit,0778.hk,1650000000,0,hong kong
montauk renewables,mntk,1650000000,11,usa
vivid seats,seat,1650000000,8,usa
upwork,upwk,1650000000,12,usa
brinker international,eat,1650000000,37,usa
bank danamon,bdmn.jk,1650000000,0,indonesia
apollo commercial real estate,ari,1650000000,11,usa
biotest,bio.f,1650000000,46,germany
recursion pharmaceuticals,rxrx,1640000000,8,usa
air new zealand,anzff,1640000000,0,new zealand
bystronic ag,bys.sw,1640000000,797,switzerland
nongshim,004370.ks,1640000000,284,s. korea
nokian tyres,tyres.he,1640000000,11,finland
paladin energy,pdn.ax,1640000000,0,australia
sjvn,sjvn.ns,1630000000,0,india
top glove,bva.si,1630000000,0,malaysia
agios pharmaceuticals,agio,1630000000,29,usa
vizio,vzio,1630000000,8,usa
apollo medical holdings,ameh,1630000000,35,usa
eqb equitable bank,eqb.to,1630000000,43,canada
kiocl,kiocl.ns,1630000000,2,india
sappi,sap.jo,1630000000,2,south africa
resolute forest products,rfp,1630000000,21,canada
marten transport,mrtn,1630000000,20,usa
bajaj electricals,bajajelec.ns,1630000000,14,india
procept biorobotics,prct,1630000000,36,usa
getty realty,gty,1620000000,34,usa
hbm healthcare investments,hbmn.sw,1620000000,234,switzerland
zhejiang jinke tom culture industry,300459.sz,1620000000,0,china
enghouse systems,engh.to,1620000000,29,canada
toda corp,1860.t,1620000000,5,japan
madison square garden,msge,1610000000,46,usa
tav airports holding,tavhl.is,1610000000,4,turkey
aurora innovation,aur,1610000000,1,usa
savills,svs.l,1610000000,11,uk
hudbay minerals,hbm,1610000000,6,canada
harmonic,hlit,1610000000,15,usa
galaxy digital holdings,7lx.f,1610000000,4,usa
elme communities,elme,1610000000,18,usa
herbalife,hlf,1610000000,16,usa
bodycote,boy.l,1610000000,8,uk
mag silver,mag,1600000000,16,canada
chartwell retirement residences,csh-un.to,1600000000,6,canada
liveramp,ramp,1600000000,24,usa
sanofi india limited,sanofi.ns,1600000000,69,india
momentum metropolitan,mtm.jo,1600000000,1,south africa
tag immobilien,teg.f,1600000000,9,germany
xenia hotels & resorts,xhr,1600000000,13,usa
evraz,evz.f,1600000000,1,russia
elgi equipments,elgiequip.ns,1590000000,5,india
happiest minds technologies,happstmnds.ns,1590000000,10,india
gibraltar industries,rock,1590000000,51,usa
csi,csvi,1590000000,57,usa
legalzoom,lz,1590000000,8,usa
billtrust btrs,btrs,1590000000,9,usa
knowles,kn,1590000000,17,usa
corporacion america airports,caap,1590000000,9,luxembourg
nabors industries,nbr,1590000000,168,bermuda
sandy spring bank,sasr,1580000000,35,usa
vaisala,vaias.he,1580000000,43,finland
chimera investment corporation,cim,1580000000,6,usa
model n,modn,1580000000,42,usa
stellar bancorp,stel,1580000000,30,usa
deutsche euroshop,deq.f,1580000000,25,germany
super group,sghc,1580000000,3,guernsey
celestica,cls,1570000000,13,canada
jack in the box,jack,1570000000,75,usa
jindal stainless,jsl.ns,1570000000,3,india
sally beauty holdings,sbh,1570000000,14,usa
laureate education,laur,1570000000,10,usa
nh hotel group,nhh.mc,1560000000,3,spain
getnet,get,1560000000,1,brazil
infinera,infn,1560000000,7,usa
atos,ato.pa,1560000000,14,france
westamerica bancorporation,wabc,1560000000,58,usa
hi& hers health,hims,1560000000,7,usa
veritex holdings,vbtx,1560000000,28,usa
compass,comp,1560000000,3,usa
life healthcare group,lhc.jo,1560000000,1,south africa
bank of n t butterfield & son,ntb,1560000000,31,bermuda
pmetal press metal aluminium,8869.kl,1560000000,1,malaysia
shikun & binui,skbn.ta,1560000000,3,israel
montrose environmental,meg,1550000000,52,usa
indian energy exchange,iex.ns,1550000000,1,india
udemy,udmy,1550000000,11,usa
richelieu hardware,rch.to,1550000000,27,canada
xd inc,2400.hk,1550000000,3,china
virtus investment partners,vrts,1550000000,214,usa
hope bancorp,hope,1550000000,13,usa
vista outdoor,vsto,1550000000,27,usa
prime medicine,prme,1550000000,15,usa
horace mann educators,hmn,1550000000,37,usa
adtran,adtn,1540000000,19,usa
gulfport energy,gpor,1540000000,80,usa
asahi india glass,asahiindia.ns,1540000000,6,india
bgc partners,bgcp,1540000000,4,usa
trisura group,tsu.to,1540000000,33,canada
owens & minor,omi,1540000000,20,usa
yoozoo interactive,002174.sz,1540000000,1,china
mirion technologies,mir,1540000000,7,usa
dis-chem pharmacies,dcp.jo,1530000000,1,south africa
transaction capital,tcp.jo,1530000000,2,south africa
chambal fertilisers,chamblfert.ns,1530000000,3,india
paragon 28,fna,1530000000,19,usa
tecnoglass,tgls,1530000000,32,colombia
killam apartment reit,kmp-un.to,1530000000,13,canada
helios towers,htws.l,1530000000,1,uk
avi limited,avi.jo,1530000000,4,south africa
grosvenor capital management,gcmg,1530000000,8,usa
kec international,kec.ns,1530000000,5,india
monarch casino & resort,mcri,1530000000,80,usa
borregaard,brg.ol,1520000000,15,norway
dena,2432.t,1520000000,13,japan
jastrzebska spolka weglowa,jsw.wa,1520000000,13,poland
sterling check,ster,1520000000,15,usa
evgo,evgo,1520000000,5,usa
hindustan copper,hindcopper.ns,1520000000,1,india
stem,stem,1520000000,9,usa
monro,mnro,1520000000,48,usa
compass diversified holdings,codi,1510000000,21,usa
jasa marga,jsmr.jk,1510000000,0,indonesia
sixth street specialty lending,tslx,1510000000,18,usa
first national of nebraska,finn,1510000000,14,usa
fever-tree drinks,fevr.l,1510000000,13,uk
myriad genetics,mygn,1510000000,18,usa
k92 mining,knt.to,1510000000,6,canada
cargojet,cjt.to,1510000000,87,canada
acadia realty trust,akr,1500000000,15,usa
hudson pacific properties,hpp,1500000000,10,usa
ltc properties,ltc,1500000000,37,usa
city union bank,cub.ns,1500000000,2,india
two harbors investment,two,1500000000,17,usa
eagle bancorp,egbn,1440000000,45,usa
acv auctions,acva,1440000000,9,usa
goosehead insurance,gshd,1440000000,37,usa
hornbach holding,hbh.de,1440000000,90,germany
middlesex water company,msex,1440000000,81,usa
avidity biosciences,rna,1500000000,22,usa
sihanoukville autonomous port,pas.kh,1500000000,3,cambodia
yanlord,z25.si,1500000000,0,singapore
echostar,sats,1500000000,18,usa
patrick industries,patk,1500000000,66,usa
interrent real estate investment trust,iip-un.to,1500000000,10,canada
kinetik,kntk,1490000000,32,usa
freyr battery,frey,1490000000,10,luxembourg
corsair gaming,crsr,1490000000,14,usa
janus international group,jbi,1490000000,10,usa
uct ultra clean holdings,uctt,1490000000,32,usa
solarwinds,swi,1490000000,9,usa
formosa taffeta,1434.tw,1490000000,0,taiwan
oatly,otly,1490000000,2,sweden
at&s austria technologie & systemtechnik,ats.vi,1490000000,38,austria
fiskars,fskrs.he,1480000000,18,finland
ytl corporation berhad,1773.t,1440000000,0,malaysia
russel metals,rus.to,1440000000,23,canada
siam city cement insee,sccc.bk,1440000000,4,thailand
alexander & baldwin,alex,1440000000,19,usa
treace medical concepts,tmci,1430000000,25,usa
everi holdings,evri,1430000000,16,usa
hitejinro,000080.ks,1430000000,20,s. korea
aston martin,a5sa.f,1430000000,2,uk
guaranty trust bank,9jo.f,1430000000,2,nigeria
geo group,geo,1420000000,11,usa
wework,we,1420000000,1,usa
virgin galactic,spce,1420000000,5,usa
zentalis pharmaceuticals,zntl,1420000000,24,usa
kruk spolka akcyjna,kru.wa,1420000000,74,poland
k12,lrn,1420000000,33,usa
centuryply,centuryply.ns,1420000000,6,india
par pacific holdings,parr,1420000000,23,usa
adaptive biotechnologies,adpt,1420000000,9,usa
live oak bank,lob,1420000000,32,usa
triumph bancorp,tbk,1480000000,58,usa
andlauer healthcare group,and.to,1480000000,35,canada
sheela foam,sfl.ns,1480000000,15,india
textainer group,tgh,1480000000,33,bermuda
arendals fossekompani,afk.ol,1480000000,27,norway
archrock,aroc,1480000000,9,usa
osi systems,osis,1480000000,87,usa
cytek biosciences,ctkb,1480000000,10,usa
rhi magnesita,rhf.f,1480000000,31,austria
marcus & millichap,mmi,1480000000,37,usa
m/i homes,mho,1480000000,53,usa
vista oil & gas,vist,1470000000,16,mexico
cts corporation,cts,1470000000,46,usa
arcus biosciences,rcus,1470000000,20,usa
meridian bioscience,vivo,1470000000,33,usa
integral ad science,ias,1470000000,9,usa
perimeter solutions,prm,1420000000,9,usa
the beauty health company,skin,1410000000,10,usa
geron,gern,1410000000,3,usa
cassava sciences,sava,1410000000,34,usa
amplitude,ampl,1410000000,12,usa
ero copper,ero,1410000000,15,canada
dht holdings,dht,1410000000,8,bermuda
truecaller,true-b.st,1410000000,4,sweden
poshmark,posh,1410000000,17,usa
verve therapeutics,verv,1410000000,22,usa
modivcare,modv,1400000000,99,usa
kaiser aluminum,kalu,1400000000,88,usa
the chefs' warehouse,chef,1400000000,36,usa
bank islam malaysia,bimb.kl,1400000000,0,malaysia
sm entertainment,041510.kq,1400000000,60,s. korea
goeasy,gsy.to,1400000000,85,canada
dice therapeutics,dice,1400000000,29,usa
twist bioscience,twst,1470000000,25,usa
kar auction services,kar,1460000000,13,usa
blue star,bluestarco.ns,1460000000,15,india
sovos brands,sovo,1460000000,14,usa
scandinavian tobacco group,stg.co,1460000000,16,denmark
basf india,basf.ns,1460000000,33,india
global net lease,gnl,1460000000,13,usa
arcellx,aclx,1460000000,32,usa
now inc,dnow,1460000000,13,usa
glenmark pharmaceuticals,glenmark.ns,1460000000,5,india
graftech,eaf,1460000000,5,usa
allegiant air,algt,1450000000,79,usa
viridian therapeutics,vrdn,1450000000,36,usa
uranium energy,uec,1450000000,3,usa
construction partners,road,1450000000,27,usa
inter cars,car.wa,1450000000,102,poland
scholastic,schl,1450000000,42,usa
suzlon,suzlon.ns,1450000000,0,india
paramount group,pgre,1450000000,6,usa
wacker neuson,wac.f,1400000000,19,germany
asseco,sfb1.f,1400000000,16,poland
amphastar pharmaceuticals,amph,1390000000,28,usa
reata pharmaceuticals,reta,1390000000,38,usa
ladder capital,ladr,1390000000,11,usa
replimune,repl,1390000000,28,usa
rent-a-center,rcii,1390000000,25,usa
c3 ai,ai,1390000000,12,usa
city holding company,chco,1390000000,93,usa
techtarget,ttgt,1390000000,47,usa
upstart,upst,1390000000,16,usa
international petroleum,ipco.to,1390000000,10,canada
deciphera pharmaceuticals,dcph,1450000000,21,usa
dynavax technologies,dvax,1440000000,11,usa
enerpac tool group,epac,1440000000,25,usa
huron consulting,hurn,1440000000,72,usa
uniti,unit,1440000000,6,usa
planet labs,pl,1390000000,5,usa
mativ holdings,matv,1380000000,25,usa
neogenomics,neo,1380000000,10,usa
casino guichard-perrachon,co.pa,1380000000,12,france
berkshire hills bancorp,bhlb,1380000000,30,usa
veidekke,vei.ol,1380000000,10,norway
pra group,praa,1380000000,35,usa
nlc india,nlcindia.ns,1380000000,1,india
ottogi,007310.ks,1380000000,369,s. korea
maytronics,mtrn.ta,1380000000,12,israel
medifast,med,1380000000,126,usa
tuya,tuya,1380000000,2,china
partner communications,ptnr,1380000000,7,israel
first busey,buse,1370000000,24,usa
cdsl,cdsl.ns,1370000000,13,india
sparebank 1,spol.ol,1370000000,11,norway
angi homeservices,angi,1370000000,2,usa
secunet,ysn.f,1370000000,212,germany
ready capital,rc,1370000000,12,usa
diagnosticos da america,dasa3.sa,1370000000,2,brazil
abercrombie & fitch,anf,1370000000,27,usa
atoss,aof.f,1370000000,170,germany
gag immobilien,gwk3.hm,1360000000,84,germany
china gold international resources,cgg.to,1360000000,3,canada
avanos medical,avns,1360000000,29,usa
kratos defense & security solutions,ktos,1360000000,10,usa
alkami technology,alkt,1360000000,14,usa
p10,px,1360000000,11,usa
pilot corporation,7846.t,1350000000,34,japan
mixi,2121.t,1350000000,18,japan
