name,world_rank,market_value,market_cap,ceo,country
hexaware technologies,"6,294",6,6,,india
sterling check corp,"6,295",1997000000,,,usa
myriad genetics,"6,296",1991000000,2793000000,,usa
shenzhen investment,"6,297",1985000000,2661000000,,hong kong
mitsubishi logistics corporation,"6,298",1987000000,2345000000,,japan
aeroflot - russian airlines,"6,299",1990000000,2331000000,,russia
ldc,"6,300",1985000000,2157000000,,netherlands
ningbo jintian coppergroup co ltd,"6,301",1991000000,2069999999,,china
harbin boshi automation,"6,302",1989000000,1991000000,,china
ocean's king lighting science & technology,"6,303",1986000000,1969000000,,china
sdiptech ab publ,"6,304",1994000000,1899000000,,sweden
jpmorgan american investment trust,"6,305",1985000000,1885000000,,uk
laxmi organic industries limited,"6,305",6,,,india
killam apartment real estate investment trust,"6,306",1985000000,1872000000,,canada
lushang health industry development,"6,307",1994000000,1844000000,,china
guangdong baolihua new energy stock,"6,308",1988000000,1831000000,,china
virtusa corporation,"6,308",6,1550000000,,usa
easterly government properties,"6,309",1986000000,1806000000,,usa
cbiz,"6,310",1991000000,1798000000,,usa
icf international,"6,311",1989000000,1766000000,,usa
hudson's bay company,"6,312",6,6,,canada
nv5 global,"6,312",1985000000,1625000000,,usa
topaz energy corp,"6,313",1993000000,1603000000,,canada
grupo comercial chedraui,"6,314",1991000000,1454000000,,mexico
china express airlines,"6,315",1989000000,1415000000,,china
hexatronic group ab publ,"6,316",1994000000,1280000000,,sweden
vtech holdings,"6,317",1975000000,2482000000,,hong kong
nuvoton technology corporation,"6,318",1979000000,2465000000,,taiwan
unidas - todos os direitos reservados,"6,319",1977000000,2392000000,,brazil
proterra inc,"6,320",1984000000,2223000000,,usa
nos sgps,"6,321",1983000000,2177000000,,portugal
hanwha life insurance,"6,322",1977000000,2172000000,,south korea
gubre fabrikalari tas,"6,323",1983000000,2085999999,,turkey
king yuan electronics,"6,324",1976000000,2041999999,,taiwan
nagase & co,"6,325",1978000000,2032000000,,japan
buckle,"6,326",1977000000,2028000000,,usa
murray international trust,"6,327",1984000000,2023000000,,uk
gray television,"6,328",1978000000,2023000000,hilton h howell jr,usa
3i infotech,"6,329",1984000000,1937000000,,india
derichebourg,"6,330",1979000000,1849000000,,france
coface sa,"6,331",1983000000,1834000000,,france
tunghsu optoelectronic technology,"6,332",1980000000,1808000000,,china
china meheco group,"6,333",1976000000,1800000000,,china
jiangsu toland alloy coltd,"6,334",1978000000,1755000000,,china
bank of nt butterfield & son,"6,335",1981000000,1672000000,,bermuda
pt industri jamu dan farmasi sido muncul tbk,"6,336",1980000000,1657000000,,indonesia
alior bank,"6,337",1983000000,1513000000,,poland
talktalk telecom group,"6,338",6,1536000000,,uk
vardhman textiles,"6,338",1976000000,1465000000,,india
luyang energy-saving materials,"6,339",1982000000,1438000000,,china
centennial resource development,"6,340",1977000000,1430000000,,usa
green cross corporation,"6,341",1966000000,3764000000,,south korea
clear secure inc,"6,342",1972000000,3507000000,,usa
kwg group holdings,"6,343",1966000000,3372000000,,china
alignment healthcare inc,"6,344",1966000000,3309000000,,usa
green dot corporation,"6,345",1970000000,2855000000,,usa
midea real estate holding,"6,346",1969000000,2503000000,,china
alfen,"6,347",1972000000,2371000000,,netherlands
jupiter fund management,"6,348",1972000000,2047000000,,uk
nuveen preferred securities income fund,"6,349",1974000000,2037999999,,usa
hercules capital,"6,350",1974000000,1958000000,,usa
usana health sciences,"6,351",1966000000,1947000000,,usa
sigdo koppers,"6,352",6,6,,chile
goldman sachs bdc,"6,352",1969000000,1939000000,,usa
thinkon semiconductor jinzhou corp,"6,353",1970000000,1838000000,,china
zhejiang orient financial holdings group,"6,354",1965000000,1825000000,,china
allied properties hk,"6,354",6,6,,hong kong
camtek,"6,355",1971000000,1751000000,,israel
pt bank tabungan pensiunan nasional syariah tbk,"6,356",1973000000,1547000000,,indonesia
beijing tianyishangjia new material,"6,357",1969000000,1535000000,,china
impinj,"6,358",1969000000,1416000000,,usa
zhejiang huatie emergency equipment science & technology,"6,359",1974000000,1173000000,,china
fujian snowman,"6,360",1970000000,755000000,,china
codemasters group holdings,"6,361",1966000000,6,,uk
corsair gaming inc,"6,362",1960000000,2716000000,,usa
orient corporation,"6,363",1961000000,2358000000,,japan
comforia residential,"6,364",1964000000,2204000000,,japan
shanghai sinyang semiconductor materials,"6,365",1960000000,2203000000,,china
china everbright,"6,366",1957000000,2126999999,,china
hill & smith holdings,"6,367",1958000000,2031000000,,uk
paragon banking group,"6,368",1960000000,1978000000,,uk
suzhou jinhong gas co ltd,"6,369",1961000000,1934000000,,china
henan yicheng new energy,"6,370",1955000000,1926000000,,china
middlesex water company,"6,371",1963000000,1914000000,,usa
monro,"6,372",1958000000,1907000000,,usa
acadia realty trust,"6,373",1963000000,1884000000,,usa
syncona limited,"6,374",1961000000,1849000000,,uk
hana microelectronics public company,"6,375",1960000000,1803000000,,thailand
tianjin port,"6,376",1964000000,1741000000,,china
sparebank 1 ostlandet,"6,377",1959000000,1646000000,,norway
polaris group,"6,378",1959000000,1518000000,,taiwan
cyxtera technologies inc,"6,379",1955000000,1471000000,,usa
ygsoft,"6,380",1955000000,1369000000,,china
kingnet network,"6,381",1963000000,1317000000,,china
shantou dongfeng printing,"6,382",1961000000,1303000000,,china
pbf energy,"6,383",1960000000,1251000000,,usa
kosmos energy,"6,384",1957000000,964000000,,usa
enghouse systems,"6,385",1946000000,2676000000,,canada
plaza,"6,386",1948000000,2491000000,,chile
hyundai rotem company,"6,387",1948000000,2454000000,,south korea
xperi holding corporation,"6,388",1953000000,2239000000,,usa
oxford instruments,"6,389",1950000000,2069000000,,uk
banca popolare di sondrio scpa,"6,390",1946000000,2021000000,,italy
holly energy partners,"6,391",1950000000,1961000000,,usa
royce value trust,"6,392",1950000000,1956000000,,usa
scandinavian tobacco group a/s,"6,393",1946000000,1944000000,,denmark
bell food group ag,"6,394",1946000000,1938000000,,switzerland
superior industries europe ag,"6,395",1953000000,1912000000,,germany
baltic classifieds group plc,"6,395",6,,,uk
santam ltd,"6,396",1945000000,1907000000,,south africa
bajaj electricals,"6,397",1949000000,1871000000,,india
jiangsu zijin rural commercial bank,"6,398",1945000000,1807000000,,china
sydbank a/s,"6,399",1951000000,1754000000,,denmark
business-intelligence of oriental nations corporation,"6,400",1952000000,1697000000,,china
konfoong materials international,"6,401",1954000000,1659000000,,china
triple flag precious metals corp,"6,402",1948000000,1635000000,,canada
shenzhen envicool technology,"6,403",1949000000,1612000000,,china
aareal bank ag,"6,404",1947000000,1592000000,,germany
sprott physical uranium trust fund,"6,405",1953000000,690000000,,canada
nafine chemical industry group,"6,406",1948000000,663000000,,china
boohoo group,"6,407",1942000000,4972000000,,uk
linklogis,"6,408",1944000000,3290000000,,china
john wood group,"6,409",1942000000,2403000000,,uk
pinnacle investment management group,"6,410",1936000000,2401000000,,australia
wuxi chipown micro-electronics limited,"6,411",1943000000,2323000000,,china
ushio,"6,412",1937000000,2211000000,,japan
nok corporation,"6,413",1942000000,2158000000,,japan
equinox gold,"6,414",1938000000,2155000000,,canada
csw industrials,"6,415",1936000000,2089000000,,usa
digital garage,"6,416",1943000000,2073999999,,japan
vitec software group ab publ,"6,417",1936000000,2005999999,,sweden
vodafone qatar,"6,418",1943000000,1815000000,,qatar
houghton mifflin harcourt company,"6,419",1942000000,1720000000,,usa
hope bancorp,"6,420",1938000000,1695000000,,usa
nhk spring,"6,421",1938000000,1645000000,,japan
marcus & millichap,"6,422",1936000000,1548000000,,usa
beijing shouhang resources saving,"6,423",1937000000,944000000,,china
srf,"6,424",1930000000,8005000000,,india
china national electric apparatus research institute,"6,425",1929000000,2863000000,,china
hunan gold corporation,"6,426",1929000000,2423000000,,china
great eagle holdings,"6,427",1931000000,2328000000,,hong kong
hillman solutions corp,"6,428",1930000000,2303000000,,usa
china overseas grand oceans group,"6,429",1927000000,2296000000,,hong kong
cementos argos sa,"6,430",1931000000,2229000000,,colombia
labrador iron ore royalty corporation,"6,431",1931000000,2226000000,,canada
ironwood pharmaceuticals,"6,432",1931000000,2134000000,,usa
custom truck one source inc,"6,433",1934000000,2116000000,,usa
suzhou slac precision equipment,"6,434",1925000000,2109999999,,china
societe anonyme des bains de mer et du cercle des etrangers a monaco,"6,435",1933000000,2105999999,,monaco
glenmark pharmaceuticals,"6,436",1933000000,2103000000,,india
exide industries,"6,437",1933000000,2021999999,,india
hefei jianghang aircraft equipment corporation ltd,"6,438",1928000000,1985000000,,china
hangzhou steam turbine,"6,439",1926000000,1847000000,,china
equatorial para distribuidora de energia,"6,440",1932000000,1837000000,,brazil
china logistics property holdings co ltd,"6,441",1933000000,1829000000,,china
hirogin holdings inc,"6,442",1928000000,1802000000,,japan
beijing gehua catv network,"6,443",1934000000,1770000000,,china
phenix optical company,"6,444",1925000000,588000000,,china
globalstar inc,"6,445",1919000000,3568000000,,usa
tpg inc,"6,445",,,,usa
allogene therapeutics,"6,446",1918000000,3391000000,,usa
voltalia sa,"6,447",1924000000,2697000000,,france
technogym,"6,448",1919000000,2406000000,,italy
draper esprit,"6,449",1919000000,2314000000,,uk
cassava sciences,"6,450",1919000000,2275000000,,usa
landisgyr group ag,"6,451",1915000000,2242000000,,switzerland
toda corporation,"6,452",1921000000,2241000000,,japan
apollo commercial real estate finance,"6,453",1918000000,2180000000,,usa
shanghai zijiang enterprise group,"6,454",1920000000,1966000000,,china
bwp trust,"6,455",1918000000,1925000000,,australia
austerlitz acquisition corp ii,"6,456",1922000000,1908000000,,usa
green plains,"6,457",1923000000,1883000000,,usa
shanghai jinqiao export processing zone development,"6,458",1920000000,1794000000,,china
mcgrath rentcorp,"6,459",1920000000,1692000000,,usa
hudbay minerals,"6,460",1917000000,1595000000,,canada
israel canada tr ltd,"6,461",1919000000,1183000000,,israel
weatherford international plc,"6,462",1924000000,1105000000,,usa
sembcorp marine ltd,"6,463",1922000000,781000000,,singapore
chemometec a/s,"6,464",1908000000,2766000000,,denmark
array technologies inc,"6,465",1907000000,2557000000,,usa
guizhou panjiang refined coal,"6,466",1914000000,2376000000,,china
kusuri no aoki holdings,"6,467",1910000000,2247000000,,japan
daiseki,"6,468",1913000000,2134000000,,japan
ratch group public company,"6,469",1906000000,2113000000,,thailand
micro focus international,"6,470",1905000000,2064000000,,uk
jchx mining management,"6,471",1912000000,1957000000,,china
yantai shuangta food,"6,472",1909000000,1951000000,,china
patrick industries,"6,473",1914000000,1932000000,,usa
embotelladora andina,"6,474",1905000000,1858000000,,chile
dis-chem pharmacies,"6,475",1905000000,1846000000,,south africa
infinera corporation,"6,476",1914000000,1767000000,,usa
north huajin chemical industries,"6,477",1912000000,1727000000,,china
matrix it,"6,478",1911000000,1689000000,,israel
tech-bank food,"6,480",1911000000,1545000000,,china
northern bitcoin ag,"6,481",1908000000,1433000000,,germany
xinhuanet,"6,482",1913000000,1431000000,,china
medlive technology co ltd,"6,483",1902000000,3319000000,,china
8x8,"6,484",1899000000,2706000000,,usa
nsfocus information technology,"6,485",1903000000,2700000000,,china
bloomin' brands,"6,486",1899000000,2390000000,,usa
celulosa argentina,"6,487",1896000000,2382000000,,argentina
ningbo haitian precision machinery,"6,488",1900000000,2333000000,,china
marshalls,"6,489",1896000000,2244000000,,uk
aica kogyo company,"6,490",1902000000,2210000000,,japan
johnson electric holdings,"6,491",1901000000,2155000000,,hong kong
he bei cheng de lolo company,"6,492",1898000000,2134999999,,china
toa paint thailand public company,"6,493",1898000000,2107000000,,thailand
wustenrot & wurttembergische ag,"6,494",1897000000,2069000000,,germany
cheil worldwide,"6,495",1897000000,2029999999,,south korea
richelieu hardware,"6,496",1902000000,2013000000,,canada
nantong jiangshan agrochemical & chemicals,"6,497",1901000000,2009000000,,china
cellink ab publ,"6,497",6,1464000000,,sweden
ren - redes energeticas nacionais sgps,"6,498",1903000000,1945000000,,portugal
compania de minas buenaventura,"6,499",1902000000,1905000000,,peru
shenzhen yan tian port holdings,"6,500",1896000000,1869000000,,china
victoria,"6,501",1897000000,1806000000,,uk
shenzhen zhaowei machinery & electronic co ltd,"6,502",1900000000,1788000000,,china
cal-maine foods,"6,503",1900000000,1767000000,,usa
enterprise financial services corp,"6,504",1904000000,1735000000,,usa
csg systeinternational,"6,505",1902000000,1579000000,,usa
meta financial group,"6,506",1899000000,1570000000,,usa
beijing strong biotechnologies,"6,507",1898000000,1509000000,,china
volati ab,"6,508",1897000000,1499000000,,sweden
interfor corporation,"6,509",1903000000,1340000000,,canada
momo,"6,510",1894000000,2709000000,,china
cybrid technologies inc,"6,511",1887000000,2358000000,,china
invincible investment corporation,"6,512",1886000000,2347000000,,japan
pimco corporate & income opportunity fund,"6,513",1891000000,2262000000,,usa
vicat sa,"6,514",1888000000,2209000000,,france
realogy holdings,"6,515",1885000000,2130999999,,usa
china coal xinji energy,"6,516",1888000000,2126000000,,china
haw par corporation,"6,517",1891000000,2117000000,,singapore
rengo,"6,518",1888000000,2049999999,,japan
stabilus,"6,519",1885000000,1935000000,,luxembourg
insistemas,"6,520",1891000000,1928000000,,spain
dallah healthcare company,"6,521",1894000000,1883000000,,saudi arabia
tamburi investment partners,"6,522",1888000000,1871000000,,italy
compass diversified holdings llc,"6,523",1887000000,1848000000,,usa
xinjiang yilite industry,"6,524",1886000000,1817000000,,china
zhejiang wanfeng auto wheel,"6,525",1888000000,1762000000,,china
shanghai huafon aluminium corporation,"6,526",1892000000,1686000000,,china
aamal company,"6,527",1888000000,1679000000,,qatar
sino-ocean group holding,"6,528",1889000000,1602000000,,china
holitech technology,"6,529",1885000000,1594000000,,china
hotai finance co ltd,"6,530",1892000000,1591000000,,taiwan
baytex energy corp,"6,531",1893000000,994000000,,canada
pt harum energy tbk,"6,532",1890000000,857000000,,indonesia
cencosud shopping,"6,533",1883000000,2439000000,,chile
jack in box,"6,534",1878000000,2296000000,,usa
k's holdings corporation,"6,535",1875000000,2282000000,,japan
nantkwest,"6,535",6,1448000000,,usa
whirlpool,"6,536",1883000000,2263000000,,brazil
abercrombie & fitch,"6,537",1875000000,2201000000,,usa
aoshikangtechnologyco ltd,"6,538",1882000000,2111000000,,china
jinchuan group international resources,"6,539",1875000000,2081999999,,hong kong
