name,market_capitalization_usd,price,country
revance therapeutics,1620000000,20.0,usa
budimex,1620000000,64.0,poland
ttm technologies,1620000000,16.0,usa
xencor,1610000000,27.0,usa
parex resources,1610000000,15.0,canada
chinook therapeutics,1610000000,25.0,usa
knowles,1610000000,18.0,usa
cohu,1610000000,34.0,usa
agios pharmaceuticals,1610000000,29.0,usa
marten transport,1600000000,20.0,usa
idfc,1600000000,1.0,india
eqb equitable bank,1600000000,43.0,canada
quilter,1600000000,1.0,uk
madison square garden,1600000000,47.0,usa
fortune reit,1600000000,1.0,hong kong
veracyte,1600000000,22.0,usa
biotest,1600000000,45.0,germany
seadrill,1600000000,32.0,bermuda
herbalife,1600000000,16.0,usa
criteo,1600000000,27.0,france
getty realty,1600000000,34.0,usa
minera valparaiso,1600000000,13.0,chile
revolve,1590000000,22.0,usa
myr group,1590000000,96.0,usa
indiamart,1590000000,53.0,india
sanofi india limited,1590000000,69.0,india
shufersal,1590000000,6.0,israel
zhejiang jinke tom culture industry,1590000000,0.0,china
hain celestial,1590000000,18.0,usa
csi,1590000000,58.0,usa
jenoptik,1590000000,28.0,germany
billtrust btrs,1590000000,9.0,usa
commscope,1580000000,8.0,usa
aar,1580000000,46.0,usa
udemy,1580000000,11.0,usa
richelieu hardware,1580000000,28.0,canada
great portland estates,1580000000,6.0,uk
elme communities,1580000000,18.0,usa
paragon 28,1580000000,21.0,usa
toda corp,1580000000,5.0,japan
loma negra,1580000000,7.0,argentina
chambal fertilisers,1570000000,4.0,india
mahincie,1570000000,4.0,india
kiocl,1570000000,3.0,india
apollo commercial real estate,1570000000,11.0,usa
elgi equipments,1570000000,5.0,india
city union bank,1570000000,2.0,india
hope bancorp,1570000000,13.0,usa
brinker international,1570000000,36.0,usa
sandy spring bank,1570000000,35.0,usa
nuvalent,1570000000,28.0,usa
curevac,1570000000,8.0,germany
tg therapeutics,1560000000,11.0,usa
westamerica bancorporation,1560000000,58.0,usa
fila,1560000000,26.0,s. korea
sally beauty holdings,1560000000,15.0,usa
xd inc,1560000000,3.0,china
cargojet,1560000000,91.0,canada
peyto exploration & development,1550000000,9.0,canada
target hospitality,1550000000,16.0,usa
oxford industries,1550000000,99.0,usa
happiest minds technologies,1550000000,11.0,india
establishment labs,1550000000,64.0,costa rica
infinera,1550000000,7.0,usa
granite construction,1550000000,35.0,usa
evraz,1550000000,1.0,russia
vivid seats,1550000000,8.0,usa
horace mann educators,1540000000,38.0,usa
liveramp,1540000000,23.0,usa
bystronic ag,1540000000,748.0,switzerland
digital turbine,1540000000,16.0,usa
montauk renewables,1540000000,11.0,usa
kingsoft cloud,1540000000,5.0,china
nokian tyres,1540000000,11.0,finland
ballard power systems,1530000000,5.0,canada
rocket pharmaceuticals,1530000000,19.0,usa
borregaard,1530000000,15.0,norway
hillman solutions,1530000000,8.0,usa
life healthcare group,1520000000,1.0,south africa
galaxy digital holdings,1520000000,3.0,usa
arcellx,1520000000,34.0,usa
laureate education,1520000000,10.0,usa
secure energy services,1520000000,5.0,canada
nongshim,1520000000,264.0,s. korea
jindal stainless,1520000000,3.0,india
hbm healthcare investments,1520000000,219.0,switzerland
owens & minor,1520000000,20.0,usa
stellar bancorp,1520000000,29.0,usa
grayscale bitcoin trust,1520000000,9.0,usa
getnet,1510000000,2.0,brazil
super group,1510000000,3.0,guernsey
veritiv,1510000000,112.0,usa
indian energy exchange,1510000000,2.0,india
kec international,1510000000,6.0,india
vaisala,1510000000,42.0,finland
dsme daewoo shipbuilding,1510000000,14.0,s. korea
xenia hotels & resorts,1510000000,13.0,usa
shikun & binui,1510000000,3.0,israel
bank of n t butterfield & son,1500000000,30.0,bermuda
veritex holdings,1500000000,28.0,usa
model n,1500000000,40.0,usa
kar auction services,1500000000,14.0,usa
first national of nebraska,1500000000,13305.0,usa
enghouse systems,1500000000,27.0,canada
oatly,1500000000,3.0,sweden
sihanoukville autonomous port,1500000000,3.0,cambodia
kymera therapeutics,1490000000,27.0,usa
solarwinds,1490000000,9.0,usa
upwork,1490000000,11.0,usa
trisura group,1490000000,33.0,canada
dena,1490000000,13.0,japan
adtran,1490000000,19.0,usa
talos energy,1490000000,18.0,usa
yanlord,1490000000,1.0,singapore
corporacion america airports,1490000000,9.0,luxembourg
chartwell retirement residences,1490000000,6.0,canada
jastrzebska spolka weglowa,1490000000,13.0,poland
diversey,1490000000,5.0,uk
monarch casino & resort,1490000000,79.0,usa
legalzoom,1480000000,8.0,usa
triumph bancorp,1480000000,59.0,usa
tecnoglass,1480000000,31.0,colombia
evercommerce,1480000000,8.0,usa
asahi india glass,1480000000,6.0,india
bgc partners,1480000000,4.0,usa
virtus investment partners,1480000000,205.0,usa
monro,1470000000,47.0,usa
dice therapeutics,1470000000,31.0,usa
momentum metropolitan,1470000000,1.0,south africa
meridian bioscience,1470000000,34.0,usa
k92 mining,1460000000,6.0,canada
viaplay group,1460000000,19.0,sweden
vizio,1460000000,8.0,usa
fever-tree drinks,1460000000,13.0,uk
vista outdoor,1460000000,26.0,usa
gibraltar industries,1460000000,47.0,usa
formosa taffeta,1460000000,1.0,taiwan
sheela foam,1460000000,15.0,india
sixth street specialty lending,1460000000,18.0,usa
grosvenor capital management,1460000000,8.0,usa
transaction capital,1460000000,2.0,south africa
cytek biosciences,1460000000,11.0,usa
clearfield,1460000000,96.0,usa
deciphera pharmaceuticals,1460000000,22.0,usa
harmonic,1460000000,14.0,usa
suzlon,1460000000,0.0,india
kinetik,1450000000,32.0,usa
guaranty trust bank,1450000000,2.0,nigeria
dis-chem pharmacies,1450000000,2.0,south africa
hudbay minerals,1450000000,6.0,canada
ltc properties,1450000000,36.0,usa
gulfport energy,1450000000,76.0,usa
bodycote,1450000000,8.0,uk
sterling check,1450000000,15.0,usa
jack in the box,1450000000,70.0,usa
pmetal press metal aluminium,1450000000,1.0,malaysia
acadia realty trust,1450000000,15.0,usa
avi limited,1450000000,4.0,south africa
chimera investment corporation,1450000000,6.0,usa
enerpac tool group,1440000000,25.0,usa
andlauer healthcare group,1440000000,35.0,canada
inter cars,1440000000,102.0,poland
uranium energy,1440000000,4.0,usa
glenmark pharmaceuticals,1440000000,5.0,india
integral ad science,1440000000,9.0,usa
eagle bancorp,1440000000,45.0,usa
patrick industries,1440000000,64.0,usa
corsair gaming,1440000000,14.0,usa
basf india,1430000000,33.0,india
archrock,1430000000,9.0,usa
3r petroleum,1430000000,7.0,brazil
twist bioscience,1430000000,25.0,usa
deutsche euroshop,1430000000,23.0,germany
arhaus,1430000000,10.0,usa
embecta,1430000000,25.0,usa
luminar technologies,1430000000,4.0,usa
perimeter solutions,1430000000,9.0,usa
mirion technologies,1430000000,7.0,usa
savills,1430000000,10.0,uk
nabors industries,1430000000,152.0,bermuda
helios towers,1420000000,1.0,uk
janus international group,1420000000,10.0,usa
jasa marga,1420000000,0.0,indonesia
aurora innovation,1420000000,1.0,usa
poshmark,1410000000,18.0,usa
killam apartment reit,1410000000,12.0,canada
cdsl,1410000000,14.0,india
marcus & millichap,1410000000,36.0,usa
nevro,1410000000,40.0,usa
nh hotel group,1410000000,3.0,spain
textainer group,1410000000,31.0,bermuda
middlesex water company,1410000000,80.0,usa
recursion pharmaceuticals,1410000000,7.0,usa
scandinavian tobacco group,1410000000,16.0,denmark
construction partners,1400000000,27.0,usa
blue star,1400000000,15.0,india
celestica,1400000000,11.0,canada
sovos brands,1390000000,14.0,usa
ytl corporation berhad,1390000000,0.0,malaysia
uniti,1390000000,6.0,usa
amphastar pharmaceuticals,1390000000,29.0,usa
compass diversified holdings,1390000000,19.0,usa
centuryply,1390000000,6.0,india
global net lease,1390000000,13.0,usa
uni-select,1390000000,32.0,canada
myriad genetics,1390000000,16.0,usa
rhi magnesita,1390000000,29.0,austria
alexander & baldwin,1390000000,19.0,usa
nlc india,1390000000,1.0,india
huron consulting,1390000000,70.0,usa
pilot corporation,1390000000,35.0,japan
bank islam malaysia,1380000000,1.0,malaysia
k12,1380000000,32.0,usa
siam city cement insee,1380000000,5.0,thailand
scholastic,1380000000,41.0,usa
acv auctions,1380000000,9.0,usa
allegiant air,1380000000,75.0,usa
live oak bank,1380000000,31.0,usa
berkshire hills bancorp,1380000000,31.0,usa
two harbors investment,1380000000,16.0,usa
montrose environmental,1380000000,47.0,usa
eqrx,1380000000,3.0,usa
m/i homes,1380000000,50.0,usa
dht holdings,1380000000,8.0,bermuda
echostar,1380000000,17.0,usa
fiskars,1370000000,17.0,finland
graftech,1370000000,5.0,usa
ero copper,1370000000,15.0,canada
yoozoo interactive,1370000000,2.0,china
city holding company,1370000000,92.0,usa
hudson pacific properties,1370000000,10.0,usa
first busey,1360000000,25.0,usa
hornbach holding,1360000000,86.0,germany
paladin energy,1360000000,0.0,australia
kruk spolka akcyjna,1360000000,72.0,poland
interrent real estate investment trust,1360000000,10.0,canada
asseco,1360000000,16.0,poland
the chefs' warehouse,1360000000,36.0,usa
russel metals,1360000000,22.0,canada
magnite,1360000000,10.0,usa
at&s austria technologie & systemtechnik,1360000000,35.0,austria
par pacific holdings,1360000000,23.0,usa
paramount group,1360000000,6.0,usa
osi systems,1360000000,81.0,usa
gag immobilien,1360000000,84.0,germany
uponor,1360000000,19.0,finland
rent-a-center,1350000000,24.0,usa
international petroleum,1350000000,10.0,canada
hindustan copper,1350000000,1.0,india
v-guard industries,1350000000,3.0,india
cts corporation,1350000000,43.0,usa
trulieve cannabis,1350000000,7.0,usa
secunet,1350000000,209.0,germany
pra group,1350000000,35.0,usa
sm entertainment,1350000000,58.0,s. korea
now inc,1350000000,12.0,usa
s&t bancorp,1340000000,35.0,usa
modivcare,1340000000,95.0,usa
the beauty health company,1340000000,9.0,usa
arendals fossekompani,1340000000,25.0,norway
dynavax technologies,1340000000,11.0,usa
ofg bancorp,1340000000,28.0,usa
summerset holdings,1340000000,6.0,new zealand
diagnosticos da america,1340000000,2.0,brazil
bank fur tirol und vorarlberg,1340000000,39.0,austria
telephone and data systems,1340000000,12.0,usa
eih limited,1340000000,2.0,india
finolex industries,1340000000,2.0,india
amplitude,1340000000,12.0,usa
sparebank 1,1330000000,12.0,norway
polenergia,1330000000,20.0,poland
arcus biosciences,1330000000,18.0,usa
vista oil & gas,1330000000,15.0,mexico
rbl bank,1330000000,2.0,india
geo group,1330000000,11.0,usa
alembic pharmaceuticals,1330000000,7.0,india
mixi,1330000000,18.0,japan
everi holdings,1330000000,15.0,usa
kratos defense & security solutions,1320000000,11.0,usa
genesis energy lp,1320000000,11.0,usa
first commonwealth financial corp,1320000000,14.0,usa
calumet specialty products partners,1320000000,17.0,usa
1st source,1320000000,54.0,usa
aris water solutions,1320000000,15.0,usa
goeasy,1320000000,81.0,canada
ladder capital,1320000000,10.0,usa
utz brands,1320000000,16.0,usa
hitejinro,1320000000,19.0,s. korea
ottogi,1320000000,354.0,s. korea
corecivic,1320000000,11.0,usa
hipgnosis songs fund,1320000000,1.0,uk
avidity biosciences,1310000000,20.0,usa
irobot,1310000000,48.0,usa
techtarget,1310000000,45.0,usa
atos,1310000000,12.0,france
planet labs,1310000000,5.0,usa
keros therapeutics,1310000000,48.0,usa
treace medical concepts,1310000000,24.0,usa
kaiser aluminum,1310000000,82.0,usa
xometry,1310000000,28.0,usa
medifast,1300000000,120.0,usa
mannkind corp,1300000000,5.0,usa
centerra gold,1300000000,6.0,canada
universal corporation,1300000000,53.0,usa
eurocommercial properties,1300000000,25.0,netherlands
travere therapeutics,1300000000,20.0,usa
ourpalm,1300000000,0.0,china
amag austria metall,1290000000,36.0,austria
waterdrop inc,1290000000,3.0,china
meta financial group,1290000000,46.0,usa
afya,1290000000,14.0,brazil
alkami technology,1290000000,14.0,usa
saul centers,1290000000,40.0,usa
oceanfirst financial,1290000000,22.0,usa
reata pharmaceuticals,1290000000,35.0,usa
apollo medical holdings,1290000000,28.0,usa
schrodinger,1280000000,18.0,usa
perion network,1280000000,29.0,israel
fresh del monte produce,1280000000,27.0,cayman islands
gaslog,1280000000,24.0,greece
sfl corp,1280000000,9.0,bermuda
gamma communications,1280000000,13.0,uk
orla mining,1280000000,4.0,canada
replimune,1280000000,26.0,usa
freyr battery,1280000000,9.0,luxembourg
iamgold,1280000000,3.0,canada
v2x,1280000000,42.0,usa
figs,1270000000,8.0,usa
cropenergies,1270000000,15.0,germany
ready capital,1270000000,11.0,usa
precinct properties,1270000000,1.0,new zealand
federal agricultural mortgage,1270000000,121.0,usa
p10,1270000000,11.0,usa
hi& hers health,1270000000,6.0,usa
mativ holdings,1270000000,23.0,usa
veidekke,1270000000,10.0,norway
safety insurance,1270000000,86.0,usa
rsa insurance group,1270000000,1.0,uk
wacker neuson,1260000000,18.0,germany
maytronics,1260000000,12.0,israel
tag immobilien,1260000000,7.0,germany
geron,1260000000,3.0,usa
angi homeservices,1260000000,3.0,usa
aether industries,1260000000,10.0,india
enovix,1260000000,8.0,usa
the north west company,1260000000,26.0,canada
blucora,1260000000,26.0,usa
goosehead insurance,1260000000,32.0,usa
hudco,1250000000,1.0,india
verve therapeutics,1250000000,20.0,usa
kronos worldwide,1250000000,10.0,usa
avanos medical,1250000000,27.0,usa
standex,1250000000,105.0,usa
casino guichard-perrachon,1250000000,12.0,france
dime community bancshares,1250000000,33.0,usa
oyak cimento,1250000000,1.0,turkey
dingdong maicai,1250000000,6.0,china
digi international,1250000000,35.0,usa
heartland express,1250000000,16.0,usa
pbf logistics,1240000000,20.0,usa
atea asa,1240000000,11.0,norway
jindal stainless hisar,1240000000,5.0,india
pediatrix medical group,1240000000,15.0,usa
aston martin,1240000000,2.0,uk
stewart information services,1240000000,46.0,usa
truecaller,1240000000,4.0,sweden
pc connection,1240000000,47.0,usa
netdragon websoft,1230000000,2.0,china
outset medical,1230000000,26.0,usa
service properties trust,1230000000,7.0,usa
dentalcorp,1230000000,7.0,canada
abercrombie & fitch,1230000000,25.0,usa
partner communications,1230000000,7.0,israel
pharma mar,1230000000,68.0,spain
tuya,1230000000,2.0,china
hni corporation,1220000000,30.0,usa
green brick partners,1220000000,27.0,usa
bilfinger,1220000000,30.0,germany
nextgen healthcare,1220000000,18.0,usa
primoris services corporation,1220000000,23.0,usa
equinox gold,1220000000,4.0,canada
telia lietuva,1220000000,2.0,lithuania
eplus,1220000000,45.0,usa
china gold international resources,1220000000,3.0,canada
natco pharma,1220000000,7.0,india
guess,1220000000,22.0,usa
opal fuels,1220000000,7.0,usa
qt group,1220000000,48.0,finland
enova international,1220000000,39.0,usa
xponential fitness,1210000000,25.0,usa
imago biosciences,1210000000,36.0,usa
sierra wireless,1210000000,31.0,canada
capitol federal savings bank,1210000000,9.0,usa
tennant company,1210000000,65.0,usa
amara raja batteries,1210000000,7.0,india
borr drilling,1210000000,5.0,bermuda
zentalis pharmaceuticals,1210000000,21.0,usa
kornit digital,1200000000,24.0,israel
ecovyst,1200000000,9.0,usa
c3 ai,1200000000,11.0,usa
john wood group,1200000000,2.0,uk
mechel pao,1200000000,2.0,russia
pvr cinemas,1200000000,20.0,india
trimas,1200000000,29.0,usa
clean energy fuels,1190000000,5.0,usa
kcc corp,1190000000,163.0,s. korea
sinclair broadcast,1190000000,17.0,usa
profrac,1190000000,22.0,usa
pennymac mortgage investment trust,1190000000,13.0,usa
adaptive biotechnologies,1190000000,8.0,usa
encore capital group,1190000000,51.0,usa
allcargo logistics,1190000000,5.0,india
avid technology,1190000000,27.0,usa
east india distilleries parry,1190000000,7.0,india
cassava sciences,1190000000,29.0,usa
himax,1190000000,7.0,taiwan
schweiter technologies,1180000000,831.0,switzerland
compania de acero del pacifico,1180000000,8.0,chile
zhihu,1180000000,2.0,china
mediaset espana comunicacion,1180000000,4.0,spain
indian telephone industries,1180000000,1.0,india
integrafin,1180000000,4.0,uk
palomar holdings,1180000000,47.0,usa
atoss,1180000000,148.0,germany
skycity entertainment group,1180000000,2.0,new zealand
ryerson,1170000000,32.0,usa
huya,1170000000,5.0,china
neogenomics,1170000000,9.0,usa
stem,1160000000,8.0,usa
malibu boats,1160000000,57.0,usa
canopy growth,1160000000,2.0,canada
lakeland bancorp,1160000000,18.0,usa
a10 networks,1160000000,16.0,usa
diversified energy,1160000000,1.0,usa
citizen watch,1160000000,4.0,japan
nicolet bankshares,1160000000,79.0,usa
donnelley financial solutions,1160000000,40.0,usa
matthews international corporation,1160000000,37.0,usa
employers holdings,1160000000,43.0,usa
vip industries,1160000000,8.0,india
meridianlink,1160000000,14.0,usa
melia hotels international,1160000000,5.0,spain
banco de brasilia,1160000000,3.0,brazil
southside bancshares,1150000000,36.0,usa
korian,1150000000,11.0,france
volaris,1150000000,9.0,mexico
the andersons,1150000000,35.0,usa
kforce,1150000000,56.0,usa
semrush,1150000000,8.0,usa
zydus wellness,1150000000,18.0,india
fuelcell energy,1140000000,3.0,usa
costamare,1140000000,9.0,monaco
kayne anderson capital advisors,1140000000,8.0,usa
piedmont office realty trust,1140000000,9.0,usa
citycon,1140000000,7.0,finland
ivanhoe electric,1140000000,12.0,canada
formula systems,1140000000,75.0,israel
acleda bank,1140000000,3.0,cambodia
tanla,1140000000,8.0,india
wabash national,1130000000,24.0,usa
varta,1130000000,28.0,germany
bonheur asa,1130000000,27.0,norway
dorchester minerals,1130000000,30.0,usa
radius global infrastructure,1130000000,12.0,usa
propetro,1130000000,10.0,usa
energy recovery,1130000000,20.0,usa
franchise group,1130000000,30.0,usa
