name,code,rank,marketcap,country,share_price,change(1day),change(1year),categories
hana financial group,086790.ks,1449,9900000000,south korea,33,1.59%,-6.75%,financialservices
spirax-sarco engineering,spx.l,1442,9940000000,uk,131,-1.06%,-38.35%,"engineering, manufacturing"
kakaobank,323410.ks,1446,9910000000,south korea,20,2.43%,-63.61%,"banks, financialservices"
samsung life insurance,032830.ks,1447,9910000000,south korea,55,3.12%,-2.90%,insurance
gold fields,gfi,1443,9940000000,south africa,11,0.72%,7.51%,"mining, goldmining"
hongkong land,h78.si,1448,9910000000,hong kong,4,3.25%,-19.96%,"realestate, investment"
five below,five,1445,9910000000,usa,178,-1.12%,-11.04%,
eneos holdings,5020.t,1441,9950000000,japan,3,-0.82%,-15.72%,"oilgas, energy"
halma,hlma.l,1444,9910000000,uk,25,-1.60%,-38.46%,conglomerate
scb siam commercial bank,scb.bk,1437,9970000000,thailand,2,-0.96%,,"banks, financialservices"
western midstream,wes,1439,9950000000,usa,25,-3.18%,28.72%,
vail resorts,mtn,1440,9950000000,usa,246,0.10%,-27.19%,
annaly capital management,nly,1438,9970000000,usa,21,1.57%,151.89%,
suncorp,sun.ax,1434,9990000000,australia,7,-0.84%,3.81%,"banks, insurance, financialservices"
burberry,brby.l,1435,9980000000,uk,25,0.19%,4.59%,"luxurygoods, clothing"
yakult,2267.t,1436,9980000000,japan,64,2.46%,26.28%,beverages
deckers brands,deck,1433,10000000000,usa,377,0.40%,-6.71%,"footwear, retail"
hua nan financial holdings,2880.tw,1430,10030000000,taiwan,0,-0.22%,-1.33%,"financialservices, banks"
gerdau,ggb,1432,10020000000,brazil,5,1.01%,16.99%,"steelproducers, steelindustry"
omron,6645.t,1429,10030000000,japan,50,-1.50%,-49.90%,electronics
ana holdings,9202.t,1431,10020000000,japan,21,-0.09%,1.23%,"airlines, travel, transportation"
turkish airlines,thyao.is,1427,10050000000,turkey,7,0.82%,424.46%,"airlines, travel, transportation"
agco,agco,1428,10040000000,usa,134,1.33%,12.96%,agriculture
sasol,ssl,1426,10050000000,south africa,15,-2.45%,-16.41%,"oilgas, energy, chemicals"
ramsay health care,rhc.ax,1425,10060000000,australia,43,-0.49%,-9.71%,"healthcare, medicalcarefacilities"
asahi kasei,3407.t,1422,10090000000,japan,7,-1.64%,-27.49%,chemicals
entain,ent.l,1423,10080000000,isle of man,16,0.33%,-26.96%,"entertainment, gambling, videogames, tech, internet"
watsco,wso,1424,10070000000,usa,256,1.08%,-18.20%,
darling ingredients,dar,1421,10100000000,usa,63,0.99%,-6.04%,
wolfspeed,wolf,1420,10100000000,usa,81,0.74%,-34.05%,"semiconductors, tech, techhardware, electronics"
morningstar,morn,1419,10110000000,usa,238,1.39%,-25.62%,financialservices
bdo unibank,bdouy,1418,10120000000,philippines,22,-1.10%,-5.46%,"banks, financialservices"
sino land,0083.hk,1417,10120000000,hong kong,1,1.87%,2.44%,realestate
pultegroup,phm,1414,10160000000,usa,44,2.81%,-18.42%,
finecobank,fbk.mi,1415,10150000000,italy,16,0.49%,-11.34%,
sage group,sge.l,1416,10130000000,uk,9,-0.60%,-10.09%,"software, tech"
boston properties,bxp,1410,10180000000,usa,65,-0.52%,-43.57%,realestate
fidelity national financial,fnf,1411,10170000000,usa,37,1.58%,-26.59%,insurance
scentre group,scg.ax,1413,10160000000,australia,1,0.00%,-10.50%,retail
eastman chemical,emn,1412,10160000000,usa,84,-0.42%,-25.38%,chemicals
west japan railway,9021.t,1409,10190000000,japan,41,0.46%,-7.56%,"railways, transportation"
galp energia,gz5.f,1408,10200000000,portugal,12,-2.48%,23.15%,"oilgas, energy"
hyatt hotels,h,1405,10220000000,usa,95,-1.00%,11.24%,"hotels, travel"
suntory,2587.t,1402,10240000000,japan,33,1.57%,-10.93%,"alcoholicbeverages, beverages"
acciona,ana.mc,1404,10230000000,spain,187,-2.52%,2.49%,construction
hf sinclair,dino,1401,10270000000,usa,51,-0.21%,52.91%,"oilgas, energy"
rexford industrial,rexr,1407,10210000000,usa,53,0.97%,-27.92%,
commerzbank,cbk.f,1403,10230000000,germany,8,-0.56%,9.97%,"banks, financialservices"
ivanhoe mines,ivn.to,1376,10540000000,canada,8,-0.25%,10.42%,mining
caesars entertainment,czr,1375,10540000000,usa,49,0.92%,-45.61%,"gambling, entertainment"
ryan specialty group,ryan,1373,10580000000,usa,40,-1.05%,3.99%,financialservices
localiza,rent3.sa,1370,10610000000,brazil,10,-0.50%,13.31%,"carrental, rentalleasingservices"
service corporation international,sci,1371,10600000000,usa,68,-0.92%,0.48%,
lundbergforetagen,lund-b.st,1369,10630000000,sweden,42,-0.86%,-22.97%,investment
divis laboratories,divislab.ns,1372,10590000000,india,39,-1.52%,-34.95%,
randstad,rand.as,1368,10710000000,netherlands,58,-0.68%,-12.06%,professionalservices
shree cement,shreecem.ns,1366,10720000000,india,297,0.94%,-12.98%,
computershare,cpu.ax,1367,10720000000,australia,17,-1.24%,29.16%,financialservices
larsen & toubro infotech,lti.bo,1365,10730000000,india,61,1.05%,-29.31%,"professionalservices, itservices"
amdocs,dox,1363,10760000000,usa,88,-0.76%,24.70%,"software, tech"
rea group,rea.ax,1362,10760000000,australia,81,-1.00%,-31.15%,internet
industrivarden,indu-a.st,1364,10740000000,sweden,24,0.24%,-20.86%,investment
varun beverages,vbl.ns,1359,10780000000,india,16,4.42%,43.51%,beverages
severstal,chmf.me,1360,10760000000,russia,12,-0.29%,-40.15%,
nomura holdings,nmr,1361,10760000000,japan,3,0.28%,-19.55%,
telia company,telia.st,1358,10780000000,sweden,2,-0.67%,-30.95%,telecommunication
coinbase,coin,1355,10800000000,usa,41,-2.71%,-85.59%,"stockcryptoexchanges, tech, internet, financialservices, bitcoin"
aluminum corporation of china,601600.ss,1356,10780000000,china,0,-0.21%,-30.30%,aluminum
informa plc,inf.l,1357,10780000000,uk,7,1.01%,15.02%,
dynatrace,dt,1354,10830000000,usa,36,0.22%,-42.52%,"software, tech"
charles river laboratories,crl,1353,10830000000,usa,212,0.84%,-41.93%,biotech
western digital,wdc,1352,10840000000,usa,34,0.74%,-42.30%,electronics
chailease holding,5871.tw,1351,10840000000,taiwan,6,0.96%,-27.13%,financialservices
cipla,cipla.ns,1350,10840000000,india,13,0.20%,13.90%,"pharmaceuticals, biotech"
rede d'or sao luiz,rdor3.sa,1348,10850000000,brazil,5,-1.07%,-36.42%,"healthcare, medicalcarefacilities"
sino biopharmaceutical,1177.hk,1346,10870000000,china,0,1.12%,-17.14%,pharmaceuticals
nexi,nexi.mi,1345,10990000000,italy,8,-0.87%,-50.03%,
yara international,yar.ol,1347,10870000000,norway,42,-0.42%,-14.96%,chemicals
seagate technology,stx,1349,10850000000,ireland,52,0.71%,-51.56%,"tech, electronics, techhardware"
yonyou,600588.ss,1344,11000000000,china,3,-1.50%,-35.80%,"software, tech"
eicher motors,eichermot.ns,1342,11020000000,india,40,1.92%,22.96%,
paylocity,pcty,1343,11020000000,usa,197,-1.44%,-21.43%,"software, tech"
masco,mas,1340,11030000000,usa,48,1.03%,-28.69%,
henry schein,hsic,1339,11030000000,usa,81,0.94%,9.14%,healthcare
celanese,ce,1337,11040000000,usa,101,-2.77%,-36.25%,chemicals
hotai motor,2207.tw,1341,11030000000,taiwan,20,-2.37%,-9.13%,automakers
sumitomo mitsui trust holdings,8309.t,1338,11040000000,japan,30,-0.87%,-9.38%,
bentley systems,bsy,1334,11100000000,usa,38,0.65%,-22.57%,"software, tech"
brambles,bxb.ax,1336,11050000000,australia,7,-1.17%,6.99%,transportation
israel chemicals,icl,1335,11080000000,israel,8,0.24%,-10.37%,"chemicals, fertilizercompanies"
qiagen,qgen,1333,11130000000,netherlands,48,0.39%,-8.72%,"dax, biotech"
cna financial,cna,1331,11140000000,usa,41,-1.22%,-6.05%,"financialservices, insurance"
hindustan aeronautics,hal.ns,1330,11170000000,india,33,0.97%,95.84%,"aerospace, defensecontractors, aircraftmanufacturers"
cimb group,1023.kl,1332,11140000000,malaysia,1,-0.88%,2.40%,"banks, financialservices"
godrej,godrejcp.ns,1329,11180000000,india,10,0.37%,-8.30%,conglomerate
power assets,0006.hk,1326,11230000000,hong kong,5,-0.73%,-13.75%,"electricity, utilitycompanies"
resona holdings,8308.t,1328,11200000000,japan,4,-0.93%,21.19%,"banks, financialservices"
indusind bank,indusindbk.ns,1327,11200000000,india,14,2.25%,17.58%,"banks, financialservices"
nisource,ni,1325,11230000000,usa,27,-0.61%,7.12%,"utilitycompanies, electricity, energy"
vf corporation,vfc,1323,11250000000,usa,28,-1.43%,-62.31%,"clothing, footwear"
nippon yusen,9101.t,1324,11230000000,japan,22,1.45%,-69.77%,"transportation, containershipping, maritimetransportation"
wpp,wpp,1322,11260000000,uk,51,-0.87%,-29.14%,advertising
freddie mac,fmcct,1320,11270000000,usa,3,-0.57%,-32.04%,
brookfield property partners,bpypp,1319,11290000000,bermuda,17,-0.75%,-32.45%,realestate
teleflex,tfx,1321,11270000000,usa,240,1.84%,-25.32%,medicaldevices
first citizens bancshares,fcnca,1317,11300000000,usa,785,0.32%,-3.81%,
regency centers,reg,1318,11300000000,usa,65,0.55%,-11.30%,"realestate, investment"
bank negara indonesia,bbni.jk,1313,11320000000,indonesia,0,0.00%,24.49%,"banks, financialservices"
c h robinson,chrw,1316,11310000000,usa,96,0.75%,-2.22%,transportation
transunion,tru,1314,11320000000,usa,58,0.17%,-49.15%,financialservices
grab holdings,grab,1315,11320000000,singapore,2,-2.33%,-66.78%,"food, fooddelivery, internet, tech, ridesharing"
thai beverage,tbvpf,1312,11320000000,thailand,0,-10.13%,-10.00%,"beverages, alcoholicbeverages"
first financial holding,2892.tw,1311,11340000000,taiwan,0,0.57%,-1.15%,"financialservices, banks"
equitable holdings,eqh,1310,11350000000,usa,30,0.56%,-6.03%,"financialservices, insurance"
delivery hero,dher.f,1309,11360000000,germany,42,0.54%,-64.59%,"dax, internet, fooddelivery, food, tech"
unilever indonesia,unvr.jk,1308,11380000000,indonesia,0,-0.85%,3.45%,"food, consumergoods"
abn amro,abn.as,1306,11390000000,netherlands,12,-0.17%,-13.19%,
siam cement,scc.bk,1304,11420000000,thailand,9,0.30%,-15.23%,"cement, buildingmaterials"
bouygues,en.pa,1307,11390000000,france,30,-1.46%,-11.81%,"construction, cac40, conglomerate"
mtu aero engines,mtx.de,1305,11390000000,germany,213,1.04%,10.08%,"dax, aerospace"
stanley black & decker,swk,1301,11420000000,usa,77,-0.62%,-58.48%,"toolmanufacturers, manufacturing"
vifor pharma,vifn.sw,1302,11420000000,switzerland,176,0.00%,34.40%,"pharmaceuticals, biotech"
american financial group,afg,1276,11730000000,usa,137,-0.89%,0.47%,
ihh healthcare,q0f.si,1277,11720000000,malaysia,1,-1.10%,-13.07%,healthcare
akzonobel,akza.as,1275,11730000000,netherlands,67,-1.01%,-38.37%,"chemicals, paintcoating"
aveva,avv.l,1273,11750000000,uk,38,0.00%,-12.97%,"software, tech"
smith & nephew,snn,1269,11830000000,uk,26,1.43%,-20.46%,medicalequipment
stora enso,steav.he,1267,11870000000,finland,16,1.33%,-14.69%,pulpandpaper
bank of baroda,bankbaroda.ns,1270,11810000000,india,2,6.66%,91.60%,"banks, financialservices"
bureau veritas,bvi.pa,1266,11890000000,france,26,-0.12%,-19.37%,professionalservices
lg electronics,lglg.f,1274,11740000000,south korea,15,0.00%,-36.93%,"electronics, tech, techhardware"
taiwan cooperative financial,5880.tw,1265,11900000000,taiwan,0,0.00%,-3.41%,"banks, financialservices, insurance"
biomerieux,bim.pa,1264,11930000000,france,99,-1.58%,-25.55%,"diagnosticsandtesting, biotech"
banque saudi fransi,1050.sr,1268,11850000000,saudi arabia,9,0.00%,-14.31%,"banks, financialservices"
sumitomo realty & development,8830.t,1263,11940000000,japan,25,-0.55%,-21.54%,realestate
match group,mtch,1260,12020000000,usa,43,-0.65%,-67.98%,"internet, onlinedating, tech"
posco chemical,003670.ks,1262,11970000000,south korea,154,-2.39%,24.63%,chemicals
campari,cpr.mi,1261,12010000000,italy,10,-0.42%,-29.81%,"alcoholicbeverages, beverages"
uni-president enterprises,1216.tw,1257,12040000000,taiwan,2,-0.31%,-14.52%,food
bio-rad laboratories,bio,1258,12040000000,usa,403,1.07%,-46.32%,healthcare
julius bar,baer.sw,1259,12030000000,switzerland,57,0.41%,-10.85%,"banks, financialservices"
kyowa kirin,4151.t,1256,12050000000,japan,22,-0.16%,-21.93%,"pharmaceuticals, biotech"
sekisui house,1928.t,1255,12070000000,japan,18,-0.14%,-14.29%,construction
tenaga nasional,tnaby,1254,12070000000,malaysia,8,0.00%,-6.55%,"electricity, energy, utilitycompanies"
nn group,nn.as,1251,12120000000,netherlands,42,-0.05%,-16.84%,
axon enterprise,axon,1253,12100000000,usa,170,0.43%,10.64%,
alfa laval,alfa.st,1252,12110000000,sweden,29,-0.33%,-26.16%,
dlf,dlf.ns,1249,12160000000,india,4,-0.87%,-5.20%,realestate
camden property trust,cpt,1247,12170000000,usa,114,-0.31%,-33.30%,
singapore airlines,c6l.si,1248,12170000000,singapore,4,-0.18%,12.33%,"airlines, travel, transportation"
arab national bank,1080.sr,1250,12120000000,saudi arabia,8,-0.49%,30.11%,"banks, financialservices"
ono pharmaceutical,4528.t,1246,12200000000,japan,24,0.77%,4.60%,pharmaceuticals
bank hapoalim,poli.ta,1245,12220000000,israel,9,1.55%,,"banks, financialservices"
reliance steel & aluminum,rs,1244,12250000000,usa,208,0.12%,32.82%,"steelproducers, steelindustry, aluminum"
shandong gold mining,600547.ss,1242,12300000000,china,2,0.69%,-1.67%,"mining, goldmining"
hua xia bank,600015.ss,1243,12280000000,china,0,0.75%,-13.48%,"banks, financialservices"
svb financial group,sivb,1241,12310000000,usa,208,4.00%,-70.94%,
erste group bank,ebo.f,1240,12320000000,austria,30,-1.37%,-32.87%,"banks, financialservices"
telefonica brasil,viv,1238,12390000000,brazil,7,0.83%,-16.91%,telecommunication
ovintiv,ovv,1237,12410000000,usa,50,-1.19%,42.21%,"oilgas, energy"
bank of shanghai,601229.ss,1234,12430000000,china,0,0.99%,-22.12%,"banks, financialservices"
polestar,psny,1236,12420000000,sweden,5,3.88%,-51.12%,"automakers, electricvehicles"
mongodb,mdb,1239,12340000000,usa,178,23.23%,-64.33%,"software, tech"
siemens energy,enr.f,1235,12430000000,germany,17,0.70%,-34.78%,"energy, electricity, dax"
nice,nice,1233,12430000000,israel,195,0.98%,-34.22%,"software, tech"
tencent music,tme,1232,12440000000,china,7,-3.67%,8.42%,entertainment
bunzl,bnzl.l,1231,12450000000,uk,36,-0.47%,-7.36%,
packaging corporation of america,pkg,1226,12510000000,usa,135,0.27%,-0.12%,
bajaj auto,bajaj-auto.ns,1228,12480000000,india,44,0.04%,1.24%,
interpublic group,ipg,1230,12470000000,usa,32,-1.77%,-9.40%,advertising
equity lifestyle properties,els,1227,12490000000,usa,63,0.00%,-24.64%,"realestate, reits, investment"
lamb weston,lw,1225,12520000000,usa,87,0.90%,54.32%,food
sasa polyester,sasa.is,1229,12470000000,turkey,5,-1.81%,,chemicals
bank albilad,1140.sr,1222,12530000000,saudi arabia,12,-0.32%,48.05%,"banks, financialservices"
kirin holdings,2503.t,1224,12530000000,japan,15,-0.35%,-7.32%,"food, beverages, alcoholicbeverages"
poolcorp,pool,1223,12530000000,usa,321,0.97%,-42.99%,
snap-on,sna,1221,12550000000,usa,236,-0.37%,10.25%,"toolmanufacturers, manufacturing"
kpn,kpn.f,1220,12550000000,netherlands,3,-0.78%,5.15%,telecommunication
subaru,7270.t,1218,12600000000,japan,16,-0.31%,-12.19%,automakers
zhongsheng group,0881.hk,1219,12580000000,china,5,0.74%,-34.87%,"retail, carrental"
essential utilities,wtrg,1217,12610000000,usa,48,0.27%,-4.13%,utilitycompanies
carrefour,ca.pa,1215,12620000000,france,17,-1.26%,1.23%,"retail, cac40, supermarketchains"
united therapeutics,uthr,1216,12620000000,usa,277,0.17%,45.52%,"pharmaceuticals, biotech"
amerco,uhal,1214,12640000000,usa,64,1.26%,-90.95%,"insurance, rentalleasingservices"
power financial,pwf-ps.to,1211,12670000000,canada,13,-0.37%,-29.43%,"assetmanagement, financialservices"
south32,s32.ax,1213,12660000000,australia,2,-5.08%,4.92%,mining
bio-techne,tech,1212,12660000000,usa,80,0.00%,-82.94%,pharmaceuticals
tech mahindra,techm.ns,1210,12690000000,india,13,-0.36%,-37.64%,
poste italiane,pst.mi,1208,12700000000,italy,9,-2.37%,-24.14%,courier
ss&c technologies,ssnc,1207,12710000000,usa,50,-0.45%,-35.67%,"software, tech"
acciona energias renovables,ane.mc,1209,12700000000,spain,38,-1.66%,10.41%,"energy, renewableenergy, electricity"
siemens india,siemens.ns,1206,12740000000,india,35,1.39%,21.96%,
advantest,6857.t,1205,12740000000,japan,68,-0.53%,-23.87%,
newcrest mining,ncm.ax,1203,12760000000,australia,14,2.02%,-12.97%,mining
host hotels & resorts,hst,1204,12750000000,usa,17,0.98%,6.03%,"realestate, hotels, investment, travel"
mitsubishi heavy industries,7011.t,1177,13070000000,japan,38,-0.04%,62.97%,
hindalco industries,hindalco.ns,1202,12770000000,india,5,1.58%,-2.56%,
worldline,wln.pa,1200,12800000000,france,43,-0.59%,-21.35%,"financialservices, cac40"
nitori holdings,9843.t,1176,13110000000,japan,116,0.95%,-28.48%,retail
bank leumi,lumi.ta,1175,13110000000,israel,8,0.92%,,"banks, financialservices"
shinkin central bank,8421.t,1174,13130000000,japan,1,-0.04%,-8.24%,"banks, financialservices"
indian oil,ioc.ns,1173,13150000000,india,0,0.07%,-41.88%,"oilgas, energy"
viatris,vtrs,1169,13210000000,usa,10,-0.27%,-12.10%,"pharmaceuticals, biotech"
suzano,suz,1168,13230000000,brazil,10,0.20%,-3.53%,
domino's pizza,dpz,1172,13170000000,usa,372,0.75%,-30.76%,"pizza, food, restaurantchains"
first horizon national,fhn,1170,13200000000,usa,24,0.41%,47.57%,
nissan,7201.t,1171,13200000000,japan,3,-0.45%,-32.87%,"automakers, manufacturing"
hubbell,hubb,1167,13250000000,usa,246,0.55%,18.04%,electronics
american homes 4 rent,amh,1166,13250000000,usa,32,2.12%,-21.31%,"realestate, investment"
vodacom,5vd.f,1165,13270000000,south africa,7,6.62%,-8.19%,telecommunication
rpm international,rpm,1164,13290000000,usa,102,0.22%,6.76%,"paintcoating, buildingmaterials"
philips,phg,1163,13300000000,netherlands,14,0.00%,-59.42%,
huaneng power,600011.ss,1160,13360000000,china,1,-1.37%,-15.57%,"energy, electricity"
sysmex,6869.t,1162,13320000000,japan,63,-0.38%,-49.86%,healthcare
weichai power,2338.hk,1159,13360000000,china,1,2.97%,-34.63%,manufacturing
loews corporation,l,1161,13350000000,usa,56,-1.54%,-1.07%,
bank of beijing,601169.ss,1157,13370000000,china,0,1.15%,-10.00%,"banks, financialservices"
gaming and leisure properties,glpi,1156,13370000000,usa,51,-0.86%,10.89%,"gambling, realestate, reits, investment"
swatch,uhr.sw,1158,13370000000,switzerland,268,1.20%,-14.49%,
metro,mru.to,1152,13400000000,canada,56,0.31%,14.72%,"supermarketchains, retail"
obic,4684.t,1154,13390000000,japan,151,0.78%,-17.90%,
franklin resources,ben,1155,13370000000,usa,26,0.68%,-18.80%,investment
nordson,ndsn,1150,13450000000,usa,235,0.66%,-11.22%,manufacturing
eurofins scientific,erf.pa,1151,13430000000,luxembourg,67,-1.71%,-42.77%,"cac40, diagnosticsandtesting"
jack henry & associates,jkhy,1149,13470000000,usa,184,0.70%,17.42%,"financialservices, tech"
eqt corporation,eqt,1148,13480000000,usa,36,-0.49%,78.73%,
huazhu hotels,htht,1145,13490000000,china,41,-3.46%,2.31%,"hotels, travel"
toyota tsusho,8015.t,1146,13490000000,japan,38,0.77%,-13.99%,
shaw communications,sjr,1147,13490000000,canada,26,-0.04%,-9.14%,telecommunication
netapp,ntap,1143,13570000000,usa,62,-0.16%,-30.54%,"software, tech"
asm international,asm.as,1142,13590000000,netherlands,278,0.09%,-37.30%,"semiconductors, engineering, tech"
formosa chemicals & fibre,1326.tw,1144,13560000000,taiwan,2,-2.20%,-20.27%,chemicals
westlake chemical,wlk,1140,13600000000,usa,106,0.29%,10.06%,chemicals
kimco realty,kim,1141,13590000000,usa,21,-0.45%,-6.86%,"reits, realestate, investment"
unity software,u,1139,13610000000,usa,33,-1.60%,-78.00%,"software, tech, videogames"
formula one group,fwonk,1138,13610000000,usa,58,-0.69%,-4.44%,
healthpeak properties,peak,1136,13620000000,usa,25,-1.78%,-25.83%,"realestate, investment"
cboe,cboe,1135,13630000000,usa,128,0.09%,-1.89%,"stockexchanges, financialservices, stockcryptoexchanges"
liberty media,lsxmb,1133,13680000000,usa,46,10.20%,-7.98%,"mediapress, entertainment"
dassault aviation,am.pa,1137,13620000000,france,164,1.62%,56.35%,"aircraftmanufacturers, defensecontractors, manufacturing"
alliant energy,lnt,1134,13680000000,usa,54,-1.46%,-6.57%,"utilitycompanies, electricity, energy"
evergy,evrg,1132,13690000000,usa,59,2.05%,-10.50%,"utilitycompanies, electricity, energy"
china eastern airlines,cea,1129,13710000000,china,20,7.70%,9.72%,"airlines, travel, transportation"
splunk,splk,1130,13700000000,usa,83,-1.04%,-29.04%,"software, tech"
moncler,monc.mi,1131,13700000000,italy,50,0.57%,-36.01%,
b3,b3sa3.sa,1128,13730000000,brazil,2,0.57%,11.32%,"stockexchanges, financialservices, stockcryptoexchanges"
fleetcor,flt,1125,13750000000,usa,186,0.57%,-15.31%,financialservices
edenred,eden.pa,1127,13740000000,france,55,0.61%,20.75%,
sompo holdings,8630.t,1124,13770000000,japan,41,-0.27%,-5.37%,insurance
toshiba,6502.t,1123,13780000000,japan,31,-1.11%,-23.80%,
mtn group,mtn.jo,1122,13830000000,south africa,7,-2.91%,-18.60%,telecommunication
jeronimo martins,jem.f,1126,13740000000,portugal,21,0.39%,-1.99%,retail
almarai,2280.sr,1121,13930000000,saudi arabia,14,1.15%,9.45%,
teleperformance,tep.pa,1120,13930000000,france,234,-1.28%,-44.64%,"cac40, professionalservices"
swire properties,1972.hk,1119,13960000000,hong kong,2,2.54%,-0.83%,realestate
mgm resorts,mgm,1118,13970000000,usa,36,-2.52%,-14.88%,"gambling, hotels, entertainment, travel"
apache corporation,apa,1117,14030000000,usa,43,-0.48%,62.37%,
booz allen hamilton,bah,1116,14040000000,usa,106,-1.26%,23.20%,"itservices, professionalservices"
akamai,akam,1113,14090000000,usa,89,-0.17%,-20.14%,"tech, internet, software, itsecurity"
lkq corporation,lkq,1115,14060000000,usa,52,-1.99%,-10.28%,autoparts
bt group,bt-a.l,1114,14080000000,uk,1,-3.31%,-39.74%,telecommunication
fairfax financial,ffh.to,1112,14110000000,canada,564,-0.19%,22.09%,
mfhc,2886.tw,1111,14140000000,taiwan,1,0.48%,-20.47%,"financialservices, banks"
erie indemnity,erie,1109,14150000000,usa,270,-2.58%,39.62%,insurance
expedia group,expe,1106,14170000000,usa,90,-6.32%,-45.49%,"travel, internet, onlinetravel, tech"
bandai namco,7832.t,1110,14150000000,japan,64,-0.53%,-20.97%,"videogames, entertainment, tech"
nomura research institute,4307.t,1103,14170000000,japan,23,0.46%,-44.24%,professionalservices
sunny optical,2382.hk,1108,14150000000,china,12,6.35%,-55.91%,
prada,1913.hk,1102,14180000000,italy,5,1.05%,-18.29%,"luxurygoods, clothing"
vedanta,vedl.ns,1107,14160000000,india,3,0.30%,-16.45%,mining
teradyne,ter,1101,14220000000,usa,91,1.07%,-42.58%,electronics
astra international,asii.jk,1072,14700000000,indonesia,0,-0.87%,-12.20%,
skyworks solutions,swks,1070,14720000000,usa,91,-0.30%,-41.55%,"electronics, tech, semiconductors, techhardware"
volvo car,volcar-b.st,1068,14750000000,sweden,4,-1.71%,-42.77%,"automakers, manufacturing"
wsp global,wsp.to,1074,14700000000,canada,118,0.72%,-18.48%,"engineering, professionalservices"
link reit,0823.hk,1071,14720000000,hong kong,6,3.62%,-18.53%,"investment, realestate, reits"
gen digital,gen,1067,14750000000,usa,22,-2.08%,,"itsecurity, tech, software"
tryg,tryg.co,1069,14740000000,denmark,23,-0.67%,-7.18%,insurance
leidos,ldos,1065,14830000000,usa,108,-0.90%,20.80%,"software, itsecurity, tech"
shionogi,4507.t,1066,14770000000,japan,49,-0.75%,-25.89%,pharmaceuticals
daiwa house,1925.t,1064,14850000000,japan,22,0.03%,-24.85%,construction
kb financial group,kb,1061,14870000000,south korea,38,-1.98%,-21.31%,"financialservices, banks"
jde peet's,jde.f,1063,14850000000,netherlands,29,-1.13%,1.88%,beverages
snap,snap,1060,15000000000,usa,9,-1.27%,-81.55%,"internet, tech"
tradeweb,tw,1062,14870000000,usa,64,-0.62%,-33.16%,financialservices
blue owl capital,owl,1058,15060000000,usa,10,0.93%,-32.12%,"assetmanagement, financialservices"
hdfc life,hdfclife.ns,1059,15060000000,india,7,-0.74%,-23.89%,insurance
aristocrat,all.ax,1057,15070000000,australia,22,-0.09%,-28.35%,"gambling, videogames, entertainment"
gac guangzhou automobile group,601238.ss,1056,15080000000,china,1,-0.16%,-29.72%,"automakers, manufacturing"
nvr,nvr,1055,15100000000,usa,4,2.72%,-16.69%,"construction, financialservices"
shimano,7309.t,1054,15120000000,japan,166,0.62%,-40.24%,sportsgoods
textron,txt,1052,15150000000,usa,72,-1.36%,-3.54%,conglomerate
coles group,col.ax,1051,15160000000,australia,11,0.48%,-9.86%,retail
aviva,av.l,1050,15170000000,uk,5,-0.11%,-22.11%,insurance
ms&ad insurance,8725.t,1053,15140000000,japan,28,-0.31%,-5.91%,insurance
adani power,adanipower.ns,1049,15170000000,india,3,-0.22%,195.49%,"electricity, energy"
nippon steel,5401.t,1048,15260000000,japan,16,0.31%,-0.36%,"steelproducers, steelindustry"
xl axiata,e5f.f,1047,15270000000,indonesia,0,-1.69%,-36.84%,telecommunication
pchem petronas chemicals group,5183.kl,1046,15280000000,malaysia,1,-1.64%,-4.50%,chemicals
bank of nanjing,601009.ss,1043,15330000000,china,1,1.08%,0.68%,"banks, financialservices"
norsk hydro,nhy.ol,1044,15330000000,norway,7,2.01%,9.33%,
symrise,sy1.de,1041,15380000000,germany,110,-0.76%,-21.88%,"flavorsfragrances, dax"
pinterest,pins,1042,15380000000,usa,22,-0.18%,-41.37%,internet
sbi life insurance,sbilife.ns,1040,15380000000,india,15,0.38%,0.00%,insurance
danske bank,dans.vi,1038,15430000000,denmark,18,0.15%,3.25%,"banks, financialservices"
omnicom,omc,1039,15430000000,usa,75,-0.60%,8.29%,"professionalservices, advertising"
brookfield infrastructure partners,bip,1036,15480000000,bermuda,33,-0.32%,-42.09%,
targa resources,trgp,1034,15520000000,usa,68,-1.55%,28.46%,"oilgas, energy"
terna,trn.mi,1037,15470000000,italy,7,-0.52%,-0.26%,"electricity, energy, infrastructure"
cooper companies,coo,1033,15520000000,usa,314,0.47%,-22.55%,glassesandcontactlenses
jacobs engineering,j,1035,15500000000,usa,122,0.68%,-14.49%,
avery dennison,avy,1032,15520000000,usa,191,0.41%,-10.90%,
aeroports de paris,adp.pa,1031,15580000000,france,137,0.61%,13.10%,"airports, infrastructure"
fresenius,fre.de,1029,15610000000,germany,27,-0.23%,-29.61%,"dax, healthcare"
synchrony,syf,1030,15600000000,usa,34,-0.03%,-27.23%,financialservices
3i group,iii.l,1026,15760000000,uk,16,0.99%,-16.28%,investment
howmet aerospace,hwm,1028,15660000000,usa,37,0.00%,22.83%,aerospace
sonova,soon.sw,1027,15690000000,switzerland,256,-0.86%,-31.71%,medicaldevices
iron mountain,irm,1025,15820000000,usa,54,-0.44%,13.25%,professionalservices
first quantum minerals,fm.to,1024,15830000000,canada,22,-1.79%,0.84%,mining
santos,sto.ax,1023,15850000000,australia,4,-1.12%,0.63%,"oilgas, energy"
