name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
praxis precision medicines,6175,210000000,usa,4,11.36%,-69.93%,"pharmaceuticals, biotech"
tamil nadu newsprint and papers limited,6174,210000000,india,3,4.13%,87.20%,
tide water oil,6173,210000000,india,12,-0.02%,-37.71%,
pure cycle water,6172,210000000,usa,8,-1.33%,-27.43%,utility companies
oportun financial,6171,210000000,usa,6,10.29%,-66.09%,financial services
ellomay capital,6170,210000000,israel,16,-5.13%,-35.04%,renewable energy
blacksky technology,6169,210000000,usa,1,2.33%,-35.77%,"aerospace, software, tech"
cato fashion,6168,210000000,usa,10,1.69%,-35.58%,"retail, clothing"
cooper standard,6167,210000000,usa,12,0.48%,-42.05%,automotive suppliers
thorne healthtech,6166,210000000,usa,4,9.86%,-20.12%,dietary supplements
fiesta restaurant group,6165,210000000,usa,8,1.85%,-11.37%,"food, restaurant chains"
kempharm,6164,210000000,usa,6,2.98%,-3.86%,"pharmaceuticals, biotech"
quipt home medical,6163,210000000,usa,6,4.14%,11.85%,healthcare
essa bancorp,6162,210000000,usa,20,1.03%,18.16%,"banks, financial services"
potbelly corporation,6161,210000000,usa,7,1.08%,31.98%,"restaurant chains, food"
aveanna healthcare,6160,210000000,usa,1,4.50%,-80.14%,healthcare
scpharmaceuticals,6159,210000000,usa,6,3.26%,56.16%,"pharmaceuticals, biotech"
avita medical,6158,210000000,usa,8,-1.03%,-9.73%,
greenply,6157,210000000,india,1,-0.76%,-36.92%,
portman ridge,6156,210000000,usa,22,0.45%,-8.35%,investment
ames national corp,6155,210000000,usa,24,0.83%,-2.62%,"banks, financial services"
evans bancorp,6154,210000000,usa,39,-0.03%,-2.42%,"banks, financial services"
middlefield banc,6153,210000000,usa,27,-0.22%,7.04%,"banks, financial services"
rocky brands,6152,210000000,usa,29,1.56%,-25.06%,"footwear, manufacturing"
hindustan oil exploration company,6151,210000000,india,1,-0.15%,-40.93%,"oil&gas, energy"
sanghi industries,6150,210000000,india,0,-2.06%,6.25%,"cement, building materials"
ashford hospitality trust,6149,220000000,usa,6,6.28%,-28.94%,"real estate, investment, reits"
furyu,6148,220000000,japan,8,0.19%,-21.37%,"video games, entertainment"
bank of innovation,6147,220000000,japan,55,-3.92%,278.80%,"video games, entertainment"
appen,6146,220000000,australia,1,-3.40%,-75.62%,"tech, professional services, it services"
genius brands,6145,220000000,usa,0,6.43%,-21.59%,entertainment
zimvie,6144,220000000,usa,8,1.93%,,medical devices
vidhi specialty food,6143,220000000,india,4,-0.08%,-19.78%,food
gallantt ispat,6142,220000000,india,0,1.17%,16.42%,
consolidated water,6141,220000000,,14,0.07%,42.56%,
reconafrica,6140,220000000,canada,1,8.32%,-78.04%,"oil&gas, energy"
kamada,6139,220000000,israel,4,2.13%,-23.20%,
accuray,6138,220000000,usa,2,1.71%,-41.23%,medical devices
hooker furniture,6137,220000000,usa,19,0.20%,-10.25%,furniture
1stdibscom,6136,220000000,usa,5,3.05%,-38.70%,"retail, e-commerce, internet"
greenwich lifesciences,6135,220000000,usa,17,8.85%,7.12%,"pharmaceuticals, biotech"
territorial bancorp,6134,220000000,usa,24,1.27%,0.90%,"banks, financial services"
compx international,6133,220000000,usa,18,-0.22%,-16.28%,
alembic limited,6132,220000000,india,0,-1.45%,-36.23%,
hf foods group,6131,220000000,usa,4,3.46%,-42.68%,food
velodyne lidar,6130,220000000,usa,0,3.83%,-73.20%,"tech, tech hardware, lidar, autonomous driving"
danimer scientific,6129,220000000,usa,2,5.71%,-51.10%,chemicals
absa bank,6128,220000000,south africa,50,-0.35%,3.80%,"banks, financial services"
maruzen,6127,220000000,japan,13,-1.04%,-24.65%,retail
applied blockchain,6126,220000000,usa,2,-0.83%,-35.48%,"tech, software"
nautilus biotechnology,6125,220000000,usa,1,0.55%,-54.16%,"pharmaceuticals, biotech"
tmc the metals company,6124,220000000,canada,0,5.28%,-37.59%,mining
rgc resources,6123,220000000,usa,23,2.89%,2.71%,"oil&gas, utility companies, energy"
eurobio scientific,6122,220000000,france,19,1.01%,-20.96%,"biotech, diagnostics and testing"
codorus valley bancorp,6121,220000000,usa,23,0.59%,9.10%,"banks, financial services"
tinybuild,6120,220000000,usa,1,-1.92%,-58.74%,"video games, entertainment"
the one group hospitality,6119,220000000,usa,7,4.10%,-39.95%,"restaurant chains, food"
ubm development,6118,220000000,,30,0.00%,-35.48%,real estate
tela bio,6117,220000000,usa,12,4.99%,-0.08%,medical devices
community financial corporation,6116,230000000,usa,40,1.24%,3.69%,financial services
care's ratings,6115,230000000,india,7,-0.17%,-6.95%,financial services
willdan group,6114,230000000,usa,17,0.64%,-43.48%,professional services
greenhill,6113,230000000,usa,12,1.82%,-24.01%,"banks, financial services, investment"
akatsuki inc,6112,230000000,japan,17,0.18%,-28.61%,"video games, entertainment"
first internet bancorp,6111,230000000,usa,25,1.83%,-50.10%,financial services
texmaco rail & engineering,6110,230000000,india,0,0.69%,30.91%,engineering
century casinos,6109,230000000,usa,7,3.18%,-22.20%,"gambling, entertainment"
nacon,6108,230000000,france,2,0.62%,-60.78%,"video games, entertainment, tech"
bankwell financial group,6107,230000000,usa,30,1.62%,-9.43%,"banks, financial services"
plumas bancorp,6106,230000000,usa,39,3.21%,10.98%,"banks, financial services"
plaidinc,6105,230000000,japan,5,-3.62%,-57.62%,"software, tech"
acumen pharmaceuticals,6104,230000000,usa,5,2.69%,10.42%,"pharmaceuticals, biotech"
american public education,6103,230000000,usa,12,3.16%,-38.61%,education
limoneira,6102,230000000,usa,13,0.08%,-15.94%,"agriculture, real estate"
immersion corporation,6101,230000000,usa,7,0.69%,42.66%,
cantabil retail india,6084,240000000,india,14,-3.45%,38.22%,clothing
ammo,6083,240000000,usa,2,-0.97%,-50.72%,
commercial vehicle group cvg,6082,240000000,usa,7,2.70%,-8.03%,
veritone,6081,240000000,usa,6,4.23%,-57.86%,"software, tech"
conn's,6080,240000000,usa,10,2.84%,-55.60%,"furniture, retail"
sundaram finance,6079,240000000,india,1,-1.07%,-2.70%,financial services
force motors,6078,240000000,india,18,-0.61%,5.25%,
geox,6077,240000000,italy,0,2.87%,-20.34%,"footwear, clothing"
neuland laboratories,6076,240000000,india,18,-1.70%,-8.97%,pharmaceuticals
groupon,6075,240000000,usa,8,2.43%,-62.59%,"internet, e-commerce, tech"
cadiz,6074,240000000,usa,4,6.07%,44.22%,agriculture
hindustan sanitaryware & industries,6073,240000000,india,3,-0.91%,-11.71%,
nordic paper,6072,240000000,sweden,3,2.71%,-12.92%,pulp and paper
subros,6071,240000000,india,3,-0.84%,-22.63%,automotive suppliers
vst tillers tractors,6070,240000000,india,28,-0.38%,-27.17%,"specialty vehicles, manufacturing"
isoenergy,6069,240000000,canada,2,2.76%,-13.23%,"uranium, energy, mining"
southern states bancshares,6068,240000000,usa,28,0.36%,41.02%,"banks, financial services"
parke bancorp,6067,240000000,usa,20,0.68%,-14.92%,"banks, financial services"
time technoplast,6066,240000000,india,1,0.28%,-6.03%,
first guaranty bancshares,6065,240000000,usa,22,0.84%,13.01%,"banks, financial services"
rent the runway,6064,240000000,usa,3,1.61%,-20.08%,"e-commerce, clothing, internet"
the container store,6063,240000000,usa,4,1.25%,-50.36%,retail
backblaze,6062,240000000,usa,7,6.94%,-38.57%,"software, tech"
ponce financial group,6061,240000000,usa,9,0.81%,-35.66%,"banks, financial services"
va tech wabag,6060,240000000,india,3,-1.21%,-6.82%,
jagran prakashan,6059,240000000,india,0,-0.13%,-3.09%,media/press
hyderabad industries limited,6058,240000000,india,32,-4.69%,-47.46%,
information services group,6057,240000000,usa,5,0.59%,-18.80%,professional services
swk holdings,6056,240000000,usa,19,-0.82%,1.58%,investment
devolver digital,6055,240000000,usa,0,0.00%,-82.15%,"video games, entertainment"
bigbearai,6054,240000000,usa,1,4.28%,-62.93%,"it services, professional services, tech"
baycom united business bank,6053,240000000,usa,19,0.74%,-3.67%,"banks, financial services"
absci,6052,240000000,usa,2,13.98%,-60.21%,"biotech, pharmaceuticals, software, tech"
gulf oil lubricants,6051,240000000,india,5,-0.60%,-18.85%,
transglobe energy,6050,240000000,canada,3,0.00%,24.83%,"oil&gas, energy"
tactile medical,6049,240000000,usa,12,2.66%,-20.68%,medical devices
gigacloud technology,6048,240000000,china,6,-0.81%,,"software, tech"
brightcove,6047,240000000,usa,5,1.20%,-36.62%,internet
vera therapeutics,6046,240000000,usa,8,5.15%,-52.86%,"pharmaceuticals, biotech"
homeland interactive technology,6045,240000000,china,0,-0.65%,-13.64%,"video games, entertainment"
bitfarms,6044,250000000,canada,1,5.50%,-67.88%,"bitcoin, tech, bitcoin mining"
nacl industries,6043,250000000,india,1,-0.19%,-3.08%,chemicals
caledonia mining,6042,250000000,,14,0.91%,23.32%,"mining, gold mining"
ten square games,6041,250000000,poland,30,-2.08%,-57.31%,"video games, entertainment"
uranium royalty,6040,250000000,canada,2,7.23%,-16.56%,uranium
jain irrigation systems,6039,250000000,india,0,0.53%,-34.29%,
porch group,6038,250000000,usa,2,13.64%,-74.87%,"software, tech"
focus universal,6037,250000000,usa,5,1.05%,-6.47%,"iot, tech, tech hardware"
third coast bancshares,6036,250000000,usa,18,3.21%,-23.40%,"banks, financial services"
troops,6035,250000000,hong kong,2,5.96%,-58.01%,"software, tech"
oil-corporation of america,6034,250000000,usa,35,0.20%,3.79%,
opthea,6033,250000000,australia,4,-6.50%,-30.07%,"pharmaceuticals, biotech"
lineage cell therapeutics,6032,250000000,usa,1,3.47%,-5.10%,pharmaceuticals
jjill,6031,250000000,usa,24,5.05%,64.36%,clothing
nerdy,6030,250000000,usa,2,-2.16%,-38.18%,"education, tech, software"
lesaka technologies,6029,250000000,south africa,4,1.18%,-14.40%,"financial services, tech"
kalvista pharmaceuticals,6028,250000000,usa,7,5.38%,-35.92%,"pharmaceuticals, biotech"
orrstown financial services,6027,250000000,usa,23,3.16%,-2.89%,"banks, financial services"
bank7,6026,250000000,usa,28,2.56%,16.52%,"banks, financial services"
cognyte software,6025,250000000,israel,3,4.76%,-67.62%,"software, tech"
semler scientific,6024,250000000,usa,37,2.41%,-50.01%,diagnostics and testing
mm forgings,6023,250000000,india,10,-0.01%,15.36%,
gritstone bio,6022,250000000,usa,3,0.33%,-38.60%,"pharmaceuticals, biotech"
upland software,6021,250000000,usa,8,3.20%,-59.76%,"software, tech"
vadilal industries,6020,250000000,india,35,8.50%,193.57%,"food, dairy companies"
central valley community bancorp,6019,250000000,usa,21,0.32%,-3.32%,"banks, financial services"
weyco group,6018,250000000,usa,26,2.86%,12.64%,footwear
so-young international,6017,250000000,china,2,15.24%,-13.57%,internet
arqit quantum,6016,250000000,uk,2,-0.48%,-88.23%,"software, tech"
emerald holding,6015,250000000,usa,3,6.44%,27.95%,
molecular partners,6014,250000000,switzerland,7,-0.14%,-76.62%,"pharmaceuticals, biotech"
fabasoft,6013,250000000,,23,-0.92%,-35.80%,"software, tech"
asiasoft,6012,250000000,thailand,0,-1.76%,-19.05%,"video games, entertainment"
first western financial,6011,250000000,usa,27,3.30%,-16.20%,"banks, financial services"
alpine income property trust,6010,250000000,usa,19,0.31%,1.60%,"real estate, investment, reits"
humacyte,6009,250000000,usa,2,0.80%,-51.92%,biotech
urban one,6008,250000000,usa,6,2.82%,47.73%,media/press
landsea homes,6007,250000000,usa,6,-0.16%,-19.16%,"construction, real estate"
landec,6006,250000000,usa,8,-3.52%,-18.89%,food
puravankara,6005,250000000,india,1,-0.11%,-44.67%,real estate
nkarta,6004,250000000,usa,5,7.47%,-49.33%,"pharmaceuticals, biotech"
motorcar parts of america,6003,250000000,usa,13,0.68%,-19.88%,auto parts
growgeneration,6002,260000000,usa,4,1.43%,-44.90%,"retail, cannabis"
22nd century group,6001,260000000,usa,1,12.04%,-41.26%,"cannabis, tobacco"
xoma,5984,260000000,usa,23,3.08%,8.34%,"pharmaceuticals, biotech"
ocugen,5983,260000000,usa,1,4.31%,-63.11%,"pharmaceuticals, biotech"
addiko bank,5982,260000000,,12,1.72%,-17.29%,"banks, financial services"
confidence petroleum,5981,260000000,india,0,-2.26%,-14.68%,"oil&gas, energy"
pds biotechnology,5980,260000000,usa,9,1.32%,61.12%,"pharmaceuticals, biotech"
dhi group,5979,260000000,usa,5,1.64%,5.29%,financial services
terran orbital,5978,260000000,usa,1,3.31%,-81.03%,aerospace
prime focus,5977,260000000,india,0,-0.76%,-2.20%,
nacco industries,5976,260000000,usa,36,0.17%,6.86%,mining
kaltura,5975,260000000,usa,2,3.63%,-37.30%,"software, tech"
the joint corp,5974,260000000,usa,18,-6.03%,-64.02%,
azure power,5973,260000000,india,4,1.71%,-70.61%,"renewable energy, electricity, energy"
stellus capital,5972,260000000,usa,13,0.29%,2.16%,"financial services, investment"
babylon holdings,5971,260000000,uk,10,-3.74%,81.21%,"tech, software, healthcare, telehealth, internet"
mstc limited,5970,260000000,india,3,-1.09%,-20.00%,"e-commerce, tech, internet"
grindrod shipping,5969,260000000,singapore,14,-1.40%,-7.89%,"transportation, maritime transportation"
moolec science,5968,260000000,,5,-10.41%,-44.12%,food
seacor marine,5967,260000000,usa,10,1.01%,156.38%,"transportation, maritime transportation"
genie energy,5966,260000000,usa,10,3.18%,101.16%,"energy, oil&gas, utility companies"
people can fly,5965,260000000,poland,8,-1.65%,-34.74%,"video games, entertainment, tech"
chicago atlantic real estate finance,5964,260000000,usa,15,0.26%,-19.58%,"real estate, investment"
orange county bancorp,5963,260000000,usa,47,0.44%,17.06%,"banks, financial services"
solo brands,5962,260000000,usa,4,5.21%,-60.89%,
nouveau monde graphite,5961,260000000,canada,4,0.84%,-35.17%,mining
india glycols,5960,260000000,india,8,-1.54%,-33.36%,
livevox,5959,270000000,usa,2,5.06%,-40.92%,"software, tech"
eastman kodak company,5958,270000000,usa,3,3.95%,-14.29%,
skyx platforms,5957,270000000,usa,3,-1.80%,,electronics
dakota gold,5956,270000000,usa,3,1.37%,,"mining, gold mining"
truecar,5955,270000000,usa,3,2.67%,-2.22%,
somany ceramics,5954,270000000,india,6,0.57%,-47.19%,
rubicon technologies,5953,270000000,usa,1,-2.87%,,"waste & recycling, software, tech"
cipher mining,5952,270000000,usa,1,16.02%,-60.29%,"bitcoin, tech, bitcoin mining"
mvb financial,5951,270000000,usa,21,-0.41%,-46.13%,"financial services, banks"
qudian,5950,270000000,china,1,5.88%,13.68%,"internet, tech, financial services"
ocwen,5949,270000000,usa,35,2.77%,-4.80%,financial services
zomedica pharmaceuticals,5948,270000000,usa,0,-0.99%,-7.00%,"pharmaceuticals, biotech"
pangaea logistics solutions,5947,270000000,usa,5,3.47%,58.51%,"transportation, maritime transportation"
spicejet,5946,270000000,india,0,-1.07%,-47.06%,"airlines, travel, transportation"
timberland bancorp,5945,270000000,usa,33,0.66%,15.78%,"banks, financial services, financial services"
honda siel power products,5944,270000000,india,27,1.08%,53.28%,
fire rock,5943,270000000,china,0,9.80%,-30.00%,"video games, entertainment"
rupa company,5942,270000000,india,3,0.77%,-51.54%,clothing
arbe robotics,5941,270000000,israel,4,-2.71%,-50.06%,"tech, autonomous driving"
polymet,5940,270000000,canada,2,3.41%,10.08%,mining
f45 training,5939,270000000,usa,2,6.34%,-76.62%,
outlook therapeutics,5938,270000000,usa,1,-9.17%,-11.38%,pharmaceuticals
markforged,5937,270000000,usa,1,15.32%,-70.88%,"3d printing, tech"
skillsoft,5936,270000000,usa,1,-0.59%,-76.72%,"education, internet, tech"
unity bancorp,5935,270000000,usa,26,0.88%,-7.04%,"banks, financial services"
generation bio,5934,270000000,usa,4,2.06%,-27.50%,"pharmaceuticals, biotech, gene therapy, genomics"
zevia,5933,280000000,usa,4,0.93%,-43.19%,beverages
adaptimmune therapeutics,5932,280000000,uk,1,6.21%,-40.83%,"pharmaceuticals, biotech"
actinium pharmaceuticals,5931,280000000,usa,11,5.16%,105.61%,"pharmaceuticals, biotech"
arvind,5930,280000000,india,1,-0.23%,-41.85%,clothing
marinus pharmaceuticals,5929,280000000,usa,5,8.45%,-45.04%,"pharmaceuticals, biotech"
ur energy,5928,280000000,usa,1,6.84%,9.65%,"uranium, energy, mining"
soundhound ai,5927,280000000,usa,1,13.60%,,"tech, software"
ranger energy services,5926,280000000,usa,11,2.63%,6.30%,"energy, oil&gas, oil & gas equipment & services"
electrosteel castings,5925,280000000,india,0,-0.65%,-18.97%,
hirequest,5924,280000000,usa,20,4.91%,9.38%,"staffing & employment services, professional services"
airsculpt technologies,5923,280000000,usa,5,2.03%,-61.33%,
noodles & company,5922,280000000,usa,6,4.78%,-22.86%,"restaurant chains, food"
daseke,5921,280000000,usa,6,0.80%,-31.22%,transportation
lumiradx,5920,280000000,uk,0,-5.31%,-91.10%,diagnostics and testing
park aerospace,5919,280000000,usa,13,3.83%,6.39%,aerospace
western copper and gold,5918,280000000,canada,1,0.54%,18.35%,"mining, gold mining"
media and games invest,5917,280000000,,1,-2.37%,-58.37%,"video games, entertainment"
first business financial services,5916,280000000,usa,33,3.29%,6.77%,financial services
ethos watches,5915,280000000,india,12,-0.45%,,luxury goods
ni holdings,5914,280000000,usa,13,1.87%,-23.64%,insurance
lianbio,5913,280000000,usa,2,6.40%,-40.89%,"pharmaceuticals, biotech"
nextnav,5912,280000000,usa,2,7.11%,-61.61%,"software, tech"
transphorm,5911,290000000,usa,5,3.43%,-25.80%,"semiconductors, tech, tech hardware"
dbv technologies,5910,290000000,france,1,-2.01%,-7.01%,"biotech, pharmaceuticals"
908 devices,5909,290000000,usa,9,0.99%,-36.78%,medical devices
investors title company,5908,290000000,usa,153,6.22%,-20.53%,insurance
innate pharma,5907,290000000,france,3,0.56%,-13.35%,"pharmaceuticals, biotech"
clipper realty,5906,290000000,usa,6,0.44%,-24.23%,"real estate, investment, reits"
pcsb financial,5905,290000000,usa,19,-1.14%,2.64%,"banks, financial services"
cerberus cyber sentinel,5904,290000000,usa,1,-1.50%,-54.19%,"it security, tech, software"
sra holdings,5903,290000000,japan,23,2.00%,-3.03%,
innovid,5902,290000000,usa,2,8.42%,-65.73%,advertising
jaypee group,5901,290000000,india,0,0.00%,-20.00%,
accelya,5884,300000000,india,20,5.48%,39.60%,"tech, software"
hovnanian enterprises,5883,300000000,usa,51,4.32%,-46.91%,construction
astra microwave,5882,300000000,india,3,0.04%,13.07%,
northrim bancorp,5881,300000000,usa,52,-0.15%,23.39%,"banks, financial services"
bcb bancorp,5880,300000000,usa,17,1.25%,12.22%,"banks, financial services"
bakhu holdings,5879,300000000,usa,1,0.00%,-61.54%,
eargo,5878,300000000,usa,14,26.06%,215.84%,medical devices
karat packaging,5876,300000000,usa,15,2.01%,-12.64%,packaging
organigram holdings,5875,300000000,canada,0,4.65%,-32.99%,cannabis
franklin street properties,5874,300000000,usa,2,-1.01%,-48.96%,"real estate, investment, reits"
tidewater renewables,5873,300000000,canada,8,1.91%,-21.51%,"energy, renewable energy, biofuel"
hallador energy company,5872,300000000,usa,9,0.33%,282.57%,"energy, mining, coal mining"
