name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
haitong unitrust international leasing,,,1024000000,,,china,,,
arko holdings,7417000000,52000000,1017000000,,,usa,,,
banca monte dei paschi di siena,3182000000,309000000,1017000000,,,italy,,,
restaurant group,749000000,-45000000,1022000000,,,uk,,,
fujian foxit software development joint stock coltd,,,1019000000,,,china,,,
nojima corporation,15176000000,758000000,1023000000,6993,,japan,,,
lemaitre vascular,154000000,26000000,1021000000,386,,usa,,,
model n,193000000,-29000000,1024000000,982,,usa,,,
china gold international resources,1137000000,267000000,1016000000,,,canada,https://en.wikipedia.org/wiki/china gold international resources,,
mannkind corporation,75000000,-80000000,1023000000,698,,usa,https://en.wikipedia.org/wiki/mannkind corporation,,
sanyo chemical industries,1186000000,49000000,1017000000,2060,,japan,,,
arabian cement,275000000,43000000,1021000000,,,saudi arabia,,,
sigdo koppers sa,,,1015000000,,,chile,,,
cogeco,1930000000,308000000,1015000000,4500,,canada,,,
silvercrest metals,0,-17000000,1019000000,,,canada,,,
fastighets ab trianon publ,58000000,120000000,1017000000,,,sweden,,,
toyobo,2742000000,94000000,1022000000,198,,japan,https://en.wikipedia.org/wiki/toyobo,,
canny elevator,,,1017000000,,,china,,,
property for industry,67000000,279000000,1017000000,,,new zealand,,,
shanghai urban architecture design co ltd,,,1024000000,,,china,,,
anterix,1000000,-37000000,1020000000,73,,usa,,,
jiangsu aidea pharmaceutical co ltd,,,1024000000,,,china,,,
eastern polymer group public company,326000000,44000000,1015000000,,,thailand,,,
designer brands,3196000000,154000000,1024000000,14800,,usa,,,
wing tai holdings,331000000,22000000,1017000000,,,singapore,,,
maisons du monde,1353000000,77000000,1017000000,,,france,https://en.wikipedia.org/wiki/maisons du monde,,
nuveen preferred & income opportunities fund,177000000,177000000,1023000000,,,usa,,,
gdi integrated facility services,1228000000,33000000,1023000000,,,canada,https://en.wikipedia.org/wiki/gdi integrated facility services,,
gohigh data networks technology,,,1024000000,,,china,,,
cairn homes,423000000,43000000,1017000000,,,ireland,https://en.wikipedia.org/wiki/cairn homes,,
briscoe group,459000000,54000000,1016000000,2000,,new zealand,,,
irish continental group,334000000,-4000000,1023000000,,,ireland,https://en.wikipedia.org/wiki/irish continental group,,
guangdong sanhe pile coltd,,,1017000000,,,china,,,
aktia pankki oyj,263000000,66000000,1017000000,,,finland,,,
361 degrees international,,,1020000000,,,china,https://en.wikipedia.org/wiki/361%cb%9a,,
plby group inc,246000000,-77000000,1020000000,216,,usa,,,
cohn robbins holdings corp,0,35000000,1017000000,,,usa,,,
shantui construction machinery,,,1017000000,,,china,,,
prince pipes and fittings,,,1022000000,,,india,,,
yuexiu transport infrastructure,539000000,213000000,1023000000,,,hong kong,,,
uob-kay hian holdings,460000000,111000000,1019000000,,,singapore,,,
wuxi xinje electric,189000000,44000000,1017000000,,,china,,,
aerospace industrial development corporation,784000000,18000000,1021000000,,,taiwan,,,
nanjing quanxin cable technology,,,1018000000,,,china,,,
wtb financial corporation,,,1024000000,,,usa,,,
shenzhen jieshun science and technology industry,,,1021000000,,,china,,,
hubei jiuzhiyang infrared system,,,1023000000,,,china,,,
shandong lukang pharmaceutical,,,1018000000,,,china,,,
hainan haiyao,300000000,-226000000,1019000000,,,china,,,
permanent tsb group holdings,,,1015000000,,,ireland,,,
oakley capital investments limited,,,1017000000,,,bermuda,,,
australian ethical investment ltd,48000000,6000000,1022000000,,,australia,,,
now,5896000000,230000000,1020000000,2350,,usa,,,
net263,,,1019000000,,,china,,,
nobina ab publ,1294000000,53000000,1019000000,,,sweden,,,
heidelberger druckmaschinen,2182000000,33000000,1017000000,,,germany,,,
sunrise group company,,,1019000000,,,china,,,
beml,543000000,16000000,1018000000,,,india,,,
wuxi best precision machinery,,,1021000000,,,china,,,
elektro redes,,,1023000000,,,brazil,,,
markforged holding corporation,91000000,3000000,1005000000,374,,usa,,,
hyliion holdings corp,0,-96000000,1009000000,200,,usa,,,
estacio participacoes,,,1008000000,,,brazil,,,
caverion oyj,2138000000,23000000,1012000000,15000,,finland,https://en.wikipedia.org/wiki/caverion,,
infocom corporation,471000000,50000000,1014000000,1171,,japan,,,
hefei urban construction development co ltd,,,1012000000,,,china,,,
pt bank bisnis internasional tbk,,,1006000000,,,indonesia,,,
weihai guangtai airport equipment,,,1014000000,,,china,,,
denbury resources,,,,716,,usa,https://en.wikipedia.org/wiki/denbury inc.,,
c-mer eye care holdings,142000000,3000000,1006000000,,,hong kong,,,
chudenko corporation,1391000000,49000000,1007000000,4474,,japan,,,
conduit holdings limited,,,1013000000,,,bermuda,,,
us ecology,988000000,5000000,1011000000,,,usa,,,
hnac technology,,,1012000000,,,china,,,
astrazeneca pharma india,101000000,8000000,1010000000,,,india,,,
costa group holdings,,,1013000000,,,australia,,,
kato sangyo,8297000000,61000000,1009000000,4042,,japan,,,
denny's corporation,398000000,78000000,1007000000,3300,,usa,https://en.wikipedia.org/wiki/denny's,https://twitter.com/dennysdiner,https://www.facebook.com/dennyslatino/
tus environmental science and technology development,,,1011000000,,,china,,,
atlanticus holdings corporation,399000000,155000000,1012000000,331,,usa,,,
hawaiian holdings,1596000000,-144000000,1011000000,6674,,usa,,,
pvr,167000000,-61000000,1010000000,14500,,india,,,
beximco pharmaceuticals limited,,,1006000000,,,bangladesh,https://en.wikipedia.org/wiki/beximco pharma,,
kh neochem,855000000,100000000,1010000000,,,japan,,,
netstreit corp,59000000,3000000,1005000000,,,usa,,,
apollo strategic growth capital,,,1007000000,,,cayman islands,,,
great lakes dredge & dock corporation,726000000,49000000,1014000000,413,,usa,https://en.wikipedia.org/wiki/great lakes dredge and dock company,,
fibra macquarie mexico,193000000,391000000,1008000000,,,mexico,,,
keli motor group,,,1013000000,,,china,,,
bain capital specialty finance,124000000,119000000,1011000000,,,usa,,,
zhejiang zhongcheng packing material,,,1008000000,,,china,,,
fineos corporation holdings,88000000,-17000000,1005000000,,,australia,,,
centuria office reit,116000000,80000000,1014000000,,,australia,,,
irish residential properties reit,79000000,67000000,1010000000,,,ireland,,,
dima holdings ltd,,,1011000000,,,china,,,
heartland group holdings,163000000,59000000,1013000000,,,new zealand,,,
sinopec kantons holdings,81000000,134000000,1007000000,,,hong kong,,,
guangzhou guangri stock,,,1007000000,,,china,,,
indiabulls real estate,181000000,-17000000,1013000000,,,india,,,
changjiang runfa health industry,,,1013000000,,,china,,,
tianjin teda,,,1010000000,,,china,,,
simulations plus,46000000,9000000,1006000000,,,usa,https://en.wikipedia.org/wiki/simulations plus,,
sii societe pour l'informatique industrielle societe anonyme,798000000,32000000,1007000000,,,france,,,
ryerson holding corporation,5675000000,294000000,1010000000,4000,,usa,,,
shanghai tianchen co ltd,,,1005000000,,,china,,,
nancal technology,,,1008000000,,,china,,,
goco group,877000000,-44000000,,,,uk,,,
logwin ag,1850000000,62000000,1009000000,,,luxembourg,,,
guodian nanjing automation,,,1009000000,,,china,,,
yantai north anjuice company,,,1006000000,,,china,,,
wabash national corporation,1803000000,1000000,1012000000,6200,,usa,,,
the hour glass limited,742000000,111000000,1011000000,,,singapore,,,
lihe technology hunan co ltd,,,1005000000,,,china,,,
fujian apex software,,,1005000000,,,china,,,
japan asset marketing,204000000,49000000,1012000000,,,japan,,,
meiko electronics,1104000000,84000000,1013000000,,,japan,,,
zhejiang chunhui intelligent control co ltd,,,1011000000,,,china,,,
hengtai securities co ltd,,,1012000000,,,china,,,
china youzan,228000000,-365000000,996000000,2941,,hong kong,,,
groww,,,,,,india,https://en.wikipedia.org/wiki/groww,,
ascend wellness holdings inc,332000000,-122000000,1003000000,,,usa,,,
multilaser industrial sa,,,1003000000,,,brazil,,,
blink charging,20000000,-55000000,1000000000,91,,usa,,,
elektro redes sa,,,999000000,,,brazil,,,
korea petrochemical ind,1881000000,112000000,999000000,,,south korea,,,
f45 training holdings inc,134000000,-182000000,1000000000,,,usa,,,
valor holdings,5345000000,66000000,995000000,27569,,japan,,,
funai soken holdings,210000000,32000000,997000000,1209,,japan,,,
pnc infratech,858000000,73000000,999000000,,,india,,,
xano industri ab publ,,,1001000000,,,sweden,,,
alkyl amines chemicals,191000000,28000000,1000000000,547,,india,,,
eastern province cement company,202000000,53000000,997000000,,,saudi arabia,,,
clipper logistics,691000000,22000000,1003000000,,,uk,https://en.wikipedia.org/wiki/clipper logistics,,
glenmark life sciences limited,266000000,52000000,999000000,,,india,,,
belc,2684000000,83000000,997000000,2038,,japan,,,
kamaz publicly traded company,,,1002000000,,,russia,,,
tokai holdings corporation,1537000000,65000000,999000000,4130,,japan,,,
cewe stiftung & co kgaa,692000000,48000000,999000000,,,germany,https://en.wikipedia.org/wiki/cewe,,
young & co's brewery,364000000,40000000,999000000,,,uk,,,
kenda rubber industrial,1153000000,30000000,1002000000,,,taiwan,,,
synergie se,2695000000,70000000,996000000,,,france,,,
dah sing financial holdings,762000000,167000000,1004000000,,,hong kong,,,
digital china holdings,2618000000,91000000,1004000000,,,hong kong,,,
forestar group,1325000000,110000000,1001000000,250,,usa,,,
oeneo sa,325000000,37000000,1002000000,,,france,,,
poly property group,4653000000,316000000,1004000000,,,hong kong,,,
adtran,563000000,-8000000,995000000,1335,,usa,https://en.wikipedia.org/wiki/adtran,,
tav havalimanlari holding as,,,1003000000,,,turkey,,,
shihlin electric & engineering corporation,915000000,60000000,1001000000,,,taiwan,,,
citic press corporation,,,996000000,,,china,,,
pasona group,2671000000,63000000,996000000,,,japan,,,
maeda kosen,315000000,34000000,1004000000,,,japan,,,
nishi-nippon financial holdings,920000000,177000000,998000000,,,japan,,,
maoye commercial,,,999000000,,,china,,,
runner xiamen corp,,,1002000000,,,china,,,
sdi corporation,,,996000000,,,taiwan,,,
shanghai metersbonwe fashion and accessories,,,1004000000,,,china,,,
ellington financial,121000000,125000000,998000000,,,usa,,,
onespaworld holdings,144000000,-68000000,995000000,,,bahamas,,,
sinosteel anhui tianyuan technology,,,1002000000,,,china,,,
anhui guofeng plastic industry,,,1002000000,,,china,,,
guomai technologies,,,1003000000,,,china,,,
tullow oil,1273000000,-80000000,995000000,,,uk,,,
gmm pfaudler,318000000,11000000,999000000,,,india,,,
design therapeutics inc,0,-35000000,1000000000,38,,usa,,,
ruffer investment company ltd,80000000,79000000,998000000,,,uk guernsey,,,
eih limited,123000000,-12000000,996000000,,,india,,,
boe varitronix,986000000,42000000,1002000000,,,hong kong,,,
xiamen xgma machinery company,,,998000000,,,china,,,
rail vikas nigam limited,2426000000,148000000,996000000,,,india,,,
huizhou speed wireless technology,,,997000000,,,china,,,
oxford lane capital,130000000,125000000,1001000000,,,usa,,,
sunteck realty,63000000,3000000,1004000000,,,india,,,
public joint stock company ingrad,,,999000000,,,russia,,,
guangdong no2 hydropower engineering company,,,1004000000,,,china,,,
irkutsk of energetics and electrification,,,1002000000,,,russia,,,
guangzhou haoyang electronic coltd,,,1004000000,,,china,,,
india cements,608000000,10000000,996000000,,,india,,,
plymouth industrial reit,140000000,-29000000,999000000,39,,usa,,,
chongqing pharscin pharmaceutical,,,1002000000,,,china,,,
chimin health management,,,1000000000,,,china,,,
guangdong hongtu technology holdings,,,1004000000,,,china,,,
shanghai shunho new materials technology,,,995000000,,,china,,,
henan qingshuiyuan technology,,,996000000,,,china,,,
consort medical,,,,,,uk,,,
sema4 holdings corp,212000000,-245000000,992000000,1200,,usa,,,
castle biosciences,94000000,-31000000,989000000,345,,usa,,,
day one biopharmaceuticals inc,0,-170000000,989000000,55,,usa,,,
shandong haihua coltd,,,987000000,,,china,,,
sangamo therapeutics,110000000,-178000000,986000000,431,,usa,https://en.wikipedia.org/wiki/sangamo therapeutics,https://twitter.com/sangamotx,https://www.facebook.com/sangamotx
nobia ab publ,1293000000,67000000,990000000,,,sweden,,,
regis resources limited,703000000,9000000,992000000,,,australia,,,
aegis logistics,579000000,45000000,986000000,1323,,india,,,
nitto boseki,613000000,48000000,993000000,2690,,japan,,,
cangzhou dahua,,,992000000,,,china,,,
takuma,978000000,54000000,992000000,467,,japan,,,
perennial real estate holdings,,,,,,singapore,,,
hong kong television network,374000000,24000000,991000000,,,hong kong,https://en.wikipedia.org/wiki/hktv,,
schweitzer-mauduit international,1498000000,34000000,986000000,,,usa,,,
chongqing shunbo aluminum coltd,,,986000000,,,china,,,
hollysys automation technologies,,,987000000,,,china,,,
rank group,759000000,78000000,993000000,,,uk,,,
jk lakshmi cement,678000000,58000000,986000000,,,india,,,
zeal network se,102000000,9000000,993000000,,,germany,,,
dongwon systecorporation,936000000,30000000,988000000,,,south korea,,,
upc technology corporation,2708000000,71000000,994000000,,,taiwan,,,
mithra pharmaceuticals,22000000,-116000000,986000000,,,belgium,,,
suzhou shihua new material technology co ltd,,,985000000,,,china,,,
itochu enex,6832000000,96000000,986000000,5583,,japan,,,
tekla healthcare opportunities fund,196000000,194000000,989000000,,,usa,,,
harbin medisan pharmaceutical,,,992000000,,,china,,,
united malt group limited,855000000,9000000,986000000,,,australia,,,
dampskibsselskabet norden a/s,3551000000,204000000,986000000,,,denmark,https://en.wikipedia.org/wiki/d/s norden,,
jpmorgan global growth & income,185000000,183000000,988000000,,,uk,,,
henan thinker automatic equipment,,,987000000,,,china,,,
kalyan jewellers india limited,1349000000,28000000,988000000,,,india,,,
caissa tosun development,,,988000000,,,china,,,
bakkavor group plc,,,992000000,,,uk,,,
fastned bv,,,986000000,,,netherlands,,,
central plains environment protection,,,985000000,,,china,,,
guoguang electric company,,,992000000,,,china,,,
star asia investment corporation,89000000,104000000,988000000,,,japan,,,
privi speciality chemicals limited,,,994000000,,,india,,,
china steel chemical corporation,264000000,36000000,987000000,,,taiwan,,,
treatt,146000000,18000000,985000000,,,uk,,,
wenfeng great world chain development corporation,,,985000000,,,china,,,
jiangxi guotai group,,,987000000,,,china,,,
tongyu communication,,,993000000,,,china,,,
hainan jingliang holdings,,,987000000,,,china,,,
zhejiang yankon group,,,992000000,,,china,,,
cross country healthcare,1676000000,132000000,986000000,8679,,usa,,,
zhejiang merit interactive network technology,,,992000000,,,china,,,
propetro holding,874000000,-54000000,992000000,557,,usa,,,
delta corp,77000000,8000000,994000000,,,india,,,
kimbell royalty partners lp,178000000,22000000,989000000,,,usa,,,
clearfield,140000000,20000000,985000000,250,,usa,"https://en.wikipedia.org/wiki/clearfield, inc.",,
oy nofar energy ltd,,,989000000,,,israel,,,
chongqing road & bridge,,,991000000,,,china,,,
shenzhen hemei group,,,992000000,,,china,,,
dhani services,162000000,-108000000,984000000,12,,india,https://en.wikipedia.org/wiki/indiabulls,https://twitter.com/ivlsecurities lang=en,
china sce group holdings,,,979000000,,,china,,,
cmc markets,384000000,84000000,981000000,752,,uk,https://en.wikipedia.org/wiki/cmc markets,,
appier group inc,,,980000000,,,japan,,,
nano dimension,3000000,-61000000,977000000,,,israel,,,
green cross holdings corporation,1377000000,41000000,983000000,,,south korea,,,
cielo,0,-3000000,983000000,,,brazil,,,
bakhu holdings,0,-5000000,977000000,,,usa,,,
