name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
darling ingredients inc,united states of america,"9,900","5601 n macarthur blvd, irving, texas, 75038",consumer packaged goods,www.darlingii.com,10,1 972 7170300,4
the new india assurance co ltd,india,"13,929","87, m.g. road, fort, mumbai, 400001",financial services,www.newindia.co.in,2,91 22 22708263,4
incitec pivot ltd,australia,"5,000","l 8 28 freshwater pl, southbank, victoria, 3006",chemicals,www.incitecpivot.com.au,5,61 3 86954400,4
itv plc,united kingdom,"6,315","2 waterhouse square, 140, birmingham, west midlands, 00000",media,www.itvplc.com,3,44 20 72613061,4
chongqing zhifei biological products co ltd,china,"4,800","25f, no. 7, jinyuan road, jiangbei district, chongqing, 400020",pharmaceuticals and healthcare,www.zhifeishengwu.com,24,86 23 86358226,4
prologis inc,united states of america,"2,053","pier 1 bay 1, san francisco, california, 94111",construction,www.prologis.com,113,1 415 3949000,4
attijariwafa bank sa,morocco,"20,590","2. bd moulay youssef bp: 11141, casablanca, 20000",financial services,www.attijariwafabank.com,7,212 52 2298888,4
oncor electric delivery co llc,united states of america,"4,537","1616 woodall rodgers fwy, dallas, texas, 75202",power,www.oncor.com,,1 214 4862000,4
elanco animal health inc,united states of america,"9,000","2500 innovation way n, greenfield, indiana, 46140-9163",pharmaceuticals and healthcare,www.elanco.com,6,,4
alfa laval ab,sweden,"19,818","rudeboksvagen 1, lund, 22655",industrial goods and machinery,www.alfalaval.com,13,46 46 366500,4
jeld-wen holding inc,united states of america,"24,700","2645 silver crescent dr, charlotte, north carolina, 28273-3566",construction,investors.jeld-wen.com,958,1 704 3785700,4
pictet & cie group sca,switzerland,"5,040","route des acacias 60, geneva, genf, 1211",financial services,www.pictet.com,,41 58 3232323,4
stifel financial corp,united states of america,"8,600","501 n. broadway, attn: james g. laschober, st. louis, missouri, 63102-2102",financial services,www.stifel.com,6,1 314 3422000,4
bc hydro,canada,,"333 dunsmuir street, vancouver, british columbia, v6b5r3",power,www.bchydro.com,,1 800 2249376,4
glanbia plc,ireland,"8,071","glanbia house, ring road, kilkenny, r95e866",consumer packaged goods,www.glanbia.com,3,353 56 7772200,4
t-systeinternational gmbh,germany,"37,500","hahnstrasse 43, frankfurt, hessen, 60528",technology and communications,www.t-systems.com,,49 69 200600,4
banco btg pactual sa,brazil,"4,900","praia de botafogo 501 - 5. e 6. andares, rio de janeiro, 22.250-040",financial services,www.btgpactual.com,19,55 21 32629600,4
sanderson farinc,united states of america,"2,021","225 n 13th ave, po box 988, laurel, mississippi, 39441",consumer packaged goods,sandersonfarms.com,,1 601 6494030,4
liberty latin america ltd,united states of america,"11,900","1550 wewatta street, suite 710, denver, colorado, 80202",technology and communications,lla.com,1,1 303 9256000,4
evn ag,austria,"7,142","evn platz, maria enzersdorf, 2344",power,www.evn.at,3,43 2236 2000,4
nikon corp,japan,"18,437","shinagawa intercity tower c, 2-15-3, konan, minato-ku, tokyo, 108-6290",technology and communications,www.jp.nikon.com,3,81 3 64333600,4
atea asa,norway,"7,980","karvesvingen 5, oslo, 0579",technology and communications,www.atea.no,1,47 2 2095000,4
pjsc megafon,russia,"36,700","oruzheynyi pereulok, d. 41, moscow, 127006",technology and communications,corp.megafon.ru,6,7 499 7552155,4
carlisle companies inc,united states of america,"11,000","16430 n. scottsdale rd., suite 400, arizona, 85254",construction,www.carlisle.com,12,1 704 5011100,4
adama ltd,china,"9,201","no. 93, beijing east road, jingzhou, hubei, 434001",chemicals,www.adama.com,3,86 10 56718110,4
trinseo plc,united states of america,"3,100","440 east swedesford road, suite 301, wayne, pennsylvania, 19087",chemicals,www.trinseo.com,908,1 610 2403200,4
avient corp,united states of america,"8,700","33587 walker rd, avon lake, ohio, 44012",chemicals,www.avient.com,3,1 440 9301000,4
tencent music entertainment group,china,"5,966","17/f, malata building, kejizhongyi road, shenzhen, guangdong, 518057",media,www.tencentmusic.com,14,86 755 86013388,4
catalent inc,united states of america,"19,000","14 schoolhouse rd, somerset, new jersey, 08873-1213",pharmaceuticals and healthcare,www.catalent.com,8,1 732 5376200,4
yandex nv,netherlands,"19,934","schiphol boulevard 165, 1118bg",technology and communications,yandex.com,6,31 202 066970,4
santos ltd,australia,"3,786","ground floor santos ctr, 60 flinders street, adelaide, south australia, 5000",energy and utilities,www.santos.com,17,61 8 81165000,4
novatek microelectronics corp,taiwan,"1,790","2f, no. 13, innovation road i, hsin-chu science-based industrial park, baoshan, 300",technology and communications,www.novatek.com.tw,7,886 3 5670889,4
banco santander-chile,chile,"9,988","bandera n 140, santiago, 8340455",financial services,www.santander.cl,7,56 2 3202000,4
deppon logistics co ltd,china,"71,773","building 1, no. 316, xuxiang road, xujing town, qingpu district, shanghai, 201702",transport and logistics,www.deppon.com,3,86 21 39288106,4
jizhong energy resources co ltd,china,"40,383","no.191 zhongxing west avenue, xingtai, hebei, 054000",metals and mining,www.jznygf.com,3,86 319 2098828,4
shimano inc,japan,"13,179","3-77, oimatsu-cho, sakai-ku, sakai-shi, osaka, 590-8577",general business,www.shimano.com,15,81 72 2233210,4
bellway plc,united kingdom,"2,978","woolsington house, woolsington, newcastle upon tyne, tyne and wear, ne138bf",construction,www.bellwayplc.co.uk,3,44 191 2170717,4
latam airlines group sa,chile,"31,354","av. americo vespucio sur 901, renca",transport and logistics,www.latam.com/es cl,473,56 2 25652525,4
shenzhen energy group co ltd,china,"12,808","5, 33, 35-36, 38-41f, huaneng mansion, no.2068 shennan middle road, futian district, shenzhen, guangdong, 518033",power,www.sec.com.cn,4,86 755 83684138,4
doordash inc,united states of america,"8,600","303 2nd street, south tower, 8th floor, san francisco, california, 94107",leisure and arts,www.doordash.com,21,1 650 4873970,4
nisource inc,united states of america,"7,272","801 e 86th ave, merrillville, indiana, 46410-6271",energy and utilities,www.nisource.com,11,1 219 6475200,4
kelly services inc,united states of america,"7,400","999 w big beaver rd, troy, michigan, 48084",business and consumer services,www.kellyservices.com,642,1 248 3624444,4
canon marketing japan inc,japan,"16,220","canon s tower, 2-16-6, konan, minato-ku, tokyo, 108-8011",consumer packaged goods,canon.jp,3,81 3 67199111,4
ssm health care,united states of america,"40,000","10101 woodfield lane, st. louis, missouri, 63132",government and non-profit organisations,www.ssmhealth.com,,1 314 9892025,4
korian se,france,"55,912","21 - 25 rue balzac, paris, 75008",pharmaceuticals and healthcare,www.korian.fr,1,33 1 55375200,4
equifax inc,united states of america,"12,700","1550 peachtree st nw, atlanta, georgia, 30309-2402",business and consumer services,www.equifax.com,26,1 404 8858000,4
sankyu inc,japan,"31,054","sankyu bldg., 6-5-23, kachidoki, chuo-ku, tokyo, 104-0054",transport and logistics,www.sankyu.co.jp,2,81 3 35363939,4
tempur sealy international inc,united states of america,"12,000","1000 tempur way, lexington, kentucky, 40511",retailing,www.tempursealy.com,6,1 800 8788889,4
luxi chemical group co ltd,china,"12,414","new chemical materials industrial park, hi-tech industrial development zone, liaocheng, shandong , 252000",chemicals,www.luxichemical.com,3,86 635 3481198,4
sbi holdings inc,japan,"17,496","19f, izumi garden tower, 1-6-1, roppongi, minato-ku, tokyo, 106-6019",financial services,www.sbigroup.co.jp,5,81 3 62290100,4
grupo catalana occidente sa,spain,"7,150","avda.alcalde barnils n 63, sant cugat del valles, 08174",financial services,www.grupocatalanaoccidente.com,3,34 935 820667,4
mtu aero engines ag,germany,"11,008","dachauer strasse 665, muenchen, 80995",aerospace and defense,www.mtu.de,13,49 89 14890,5
mizuho leasing co ltd,japan,"1,864","1-2-6, toranomon, minato-ku, tokyo, 105-0001",business and consumer services,www.mizuho-ls.co.jp,1,81 3 52536511,4
polyus,russia,"21,716","ul. krasina, dom 3, stroyeniye 1, moscow, 123056",metals and mining,polyus.com,16,7 495 6413377,5
winnebago industries inc,united states of america,"7,445","13200 pioneer trail, suite 150, eden prairie, minnesota, 55347",automotive,winnebagoind.com,1,1 952 8298600,5
rr donnelley & sons co,united states of america,"32,000","35 w wacker drive, chicago, illinois, 60601",technology and communications,www.rrd.com,,1 312 3268000,5
energisa sa,brazil,"16,972","praca rui barbosa,n 80 parte , centro, cataguases, 36.770-901",power,www.energisa.com.br,3,55 32 34296000,5
persimmon plc,united kingdom,"5,121","persimmon house, fulford, yo194fe",construction,www.persimmonhomes.com,5,44 1904 642199,5
china lesso group holdings ltd,china,"19,947","liansu industrial estate, longjiang town, shunde district, foshan, guangdong, 528318",construction,www.lesso.com,3,86 852 21366185,5
mowi asa,norway,"13,984","sandviksboder 77ab, bergen, 5035",consumer packaged goods,mowi.com,9,47 2 1562300,5
megmilk snow brand co ltd,japan,"5,665","5-1, yotsuyahonshio-cho, shinjuku-ku, tokyo, 160-8575",consumer packaged goods,www.meg-snow.com,970,81 3 68873690,5
howmet aerospace inc,united states of america,"19,900","suite 200, 201 isabella street, pittsburgh, pennsylvania, 15212",aerospace and defense,www.howmet.com,16,1 412 5531940,5
vertu motors plc,united kingdom,"6,187","fifth avenue business park, gateshead, england, ne110xa",automotive,www.vertumotors.com,238,,5
china airlines ltd,taiwan,"16,731","no.1, hangzhan south road, dayuan district, taoyuan, 337",transport and logistics,www.china-airlines.com,3,886 3 3998888,5
onemain holdings inc,united states of america,"8,800","601 nw 2nd st, evansville, indiana, 47708-1013",financial services,investor.onemainfinancial.com,4,1 812 4248031,5
insperity inc,united states of america,"3,600","19001 crescent springs dr, kingwood, texas, 77339",business and consumer services,www.insperity.com,4,1 713 3588986,5
pccw ltd,hong kong,"21,200","39th floor, pccw tower, taikoo place, 979 king's road, quarry bay, hong kong",technology and communications,www.pccw.com,3,852  25145084,5
china merchants securities co ltd,china,"12,232","yitian road, futian district, shenzhen, guangdong, 518046",financial services,www.cmschina.com,17,86 755 82943666,5
shanghai industrial holding ltd,hong kong,"18,354","26th floor, harcourt house, 39 gloucester road, wanchai",conglomerate,www.sihl.com.hk,1,852  25295652,5
garmin ltd,switzerland,"18,700","muehlentalstrasse 2, schaffhausen, 8200",technology and communications,www.garmin.com,18,41 52 6301600,5
sumitomo pharma co ltd,japan,"6,987","2-6-8, dosho-machi, chuo-ku, osaka-shi, 541-0045",pharmaceuticals and healthcare,www.sumitomo-pharma.co.jp,2,81 6 62035321,5
minerva sa,brazil,,"av. antonio manco bernardes, s/n, chacara minerva, barretos, 14.781-545",consumer packaged goods,www.minervafoods.com,1,55 17 33213355,5
topdanmark as,denmark,"2,417","borupvang 4, ballerup, 2750",financial services,www.topdanmark.com,4,45 44 683311,5
metso outotec corp,finland,"16,277","toolonlahdenkatu 2, helsinki, 00100",industrial goods and machinery,www.mogroup.com,9,358 2 0484100,5
subsea 7 sa,united kingdom,,"40 brighton road, sutton, sm25bn",energy and utilities,www.subsea7.com,3,44 20 87226025,5
american eagle outfitters inc,united states of america,"7,200","77 hot metal st, pittsburgh, pennsylvania, 15203-2382",retailing,www.ae.com,2,1 412 4323300,5
jungheinrich ag,germany,"19,400","friedrich-ebert-damm 129, hamburg, 22047",industrial goods and machinery,www.jungheinrich.de,1,49 40 69480,5
kpp group holdings co ltd,japan,"5,354","6-24, akashi-cho, chuo-ku, tokyo, 104-0044",paper and packaging,www.kpp-gr.com,431,81 3 35424166,5
chocoladefabriken lindt & sprungli ag,switzerland,"9,541","seestrasse 204, kilchberg, 8802",consumer packaged goods,www.lindt-spruengli.com,25,41 44 7162233,5
huaxin cement co ltd,china,"16,283","no.897 huangshi avenue, wuhan, hubei, 430073",construction,www.huaxincem.com,4,86 27 87773898,5
voith gmbh & co kgaa,germany,"20,634","st. poltener strasse 43, heidenheim, baden-wurttemberg, 89522",industrial goods and machinery,www.voith.com,,49 7321 370,5
zain group,kuwait,"2,659","zain group head office bldg, airport road, shuwaikh, safat, po box 22244, 13083",technology and communications,www.zain.com,7,965 246 44444,5
kinden corp,japan,"12,892","2-1-21, kudan-minami, chiyoda-ku, tokyo, 102-8628",construction,www.kinden.co.jp,2,81 3 52107272,5
pt bank negara indonesia persero tbk,indonesia,"25,229","jl. jenderal sudirman kav. 1, jakarta, 10220",financial services,www.bni.co.id,10,62 21 2511214,5
fmc corp,united states of america,"6,400","2929 walnut street, philadelphia, pennsylvania, 19104",chemicals,www.fmc.com/en,15,1 215 2996668,5
credicorp ltd,peru,"35,733","calle centenario 156, la molina, hmcx",financial services,credicorp.gcs-web.com,11,51 1 3132140,5
ss&c technologies holdings inc,united states of america,"24,900","80 lamberton rd, windsor, connecticut, 06095",technology and communications,www.ssctech.com,14,1 860 2984500,5
bank hapoalim bm,israel,"8,535","p.o.b. 27, 50 rothschild blvd, tel aviv-yafo, 6688314",financial services,www.bankhapoalim.co.il,12,972 3 5673333,5
bpost sa/nv,belgium,"37,953","centre monnaie, bruxelles, 1000",transport and logistics,www.bpost.be,1,32 2 2762111,5
perkinelmer inc,united states of america,"16,700","940 winter street, waltham, massachusetts, 02451",medical equipment,www.perkinelmer.com,16,1 781 6635791,5
avic xi'an aircraft industry group co ltd,china,"25,270","no.1, xifei avenue, yanliang district, xi'an, shaanxi, 710089",aerospace and defense,www.xac.com.cn,10,86 29 86847885,5
outsourcing inc,japan,"121,153","5f, marunouchi trust tower main, 1-8-3, marunouchi, chiyoda-ku, tokyo, 100-0005",business and consumer services,www.outsourcing.co.jp,938,81 3 32864888,5
the western union co,united states of america,"10,500","7001 east belleview avenue, denver, colorado, 80237",financial services,corporate.westernunion.com,5,1 720 3323361,5
nissin foods holdings co ltd,japan,"14,633","6-28-1, shinjuku, shinjuku-ku, tokyo, 160-8524",consumer packaged goods,www.nissin.com/jp/about/nissinfoods-holdings,8,81 3 32055111,5
leggett & platt inc,united states of america,"20,300","no. 1 leggett road, carthage, missouri, 64836",industrial goods and machinery,leggett.com,4,1 417 3588131,5
bank of chengdu co ltd,china,"6,913","no. 16, xiyu street, chengdu, sichuan, 610015",financial services,www.bocd.com.cn,7,86 28 86160295,5
twitter inc,united states of america,"7,500","suite 900, 1355 market street, san francisco, california, 94103",media,www.twitter.com,,1 415 2229670,5
synopsys inc,united states of america,"16,361","690 e middlefield rd, mountain view, california, 94043",technology and communications,www.synopsys.com,51,1 978 2561300,5
orpea sa,france,"71,676","12 rue jean jaures, puteaux cedex, 92813",pharmaceuticals and healthcare,www.orpea.com,517,33 1 47757807,5
ramsay generale de sante,france,"32,623","39 rue mstislav rostropovitch, paris, 75017",pharmaceuticals and healthcare,www.ramsaysante.fr,2,33 1 87862300,5
dahua technology co ltd,china,"22,864","no. 1399 binxing road, binjiang district, hangzhou, zhejiang, 310053",technology and communications,www.dahuatech.com,5,86 571 28939522,5
air canada,canada,"32,166","air canada centre, zip yul 1276, 7373 cote-vertu west, saint-laurent, quebec, h4y1h4",transport and logistics,www.aircanada.com,5,1 514 4226020,5
